district_id,party,cycle,coordinated_expenditures
AR-02,R,2020,101900
AZ-01,R,2020,96900
AZ-06,R,2020,96800
CA-21,R,2020,96900
CA-25,R,2020,186446
CA-39,R,2020,96900
CA-48,R,2020,96900
CA-50,R,2020,96800
FL-26,R,2020,96599
FL-27,R,2020,96600
GA-07,R,2020,96600
IA-01,R,2020,98800
IA-02,R,2020,98800
IL-13,R,2020,97800
IL-17,R,2020,97800
IN-05,R,2020,87800
KY-06,R,2020,97800
ME-02,R,2020,97800
MN-01,R,2020,98800
MN-03,R,2020,98800
MN-07,R,2020,97800
MO-02,R,2020,98800
MT-00,R,2020,96900
NC-03,R,2020,9506
NC-09,R,2020,91900
NC-11,R,2020,96900
NE-02,R,2020,89900
NH-01,R,2020,98794
NJ-02,R,2020,98800
NJ-07,R,2020,98800
NM-02,R,2020,98800
NY-01,R,2020,98800
NY-02,R,2020,98800
NY-11,R,2020,98800
NY-22,R,2020,98800
NY-24,R,2020,98800
OK-05,R,2020,97769
OR-04,R,2020,96900
PA-07,R,2020,98000
PA-08,R,2020,197596
PA-10,R,2020,98800
PA-17,R,2020,98172
SC-01,R,2020,97800
TX-03,R,2020,96900
TX-07,R,2020,96900
TX-10,R,2020,96900
TX-21,R,2020,96000
TX-22,R,2020,96900
TX-23,R,2020,96900
TX-24,R,2020,96537
TX-31,R,2020,96000
TX-32,R,2020,96900
UT-04,R,2020,97800
VA-02,R,2020,96900
VA-05,R,2020,96900
VA-07,R,2020,96900
