district_id,cycle,incumb_status,incumbent_name,challenger_name
AK-00,2016,Challenger,"YOUNG, DONALD E","DUNBAR, FORREST"
AL-01,2016,Open,,
AL-02,2016,Challenger,"ROBY, MARTHA","MATHIS, NATHAN"
AL-03,2016,Challenger,"ROGERS, MICHAEL DENNIS","SMITH, JESSE TREMAIN"
AL-04,2016,Open,,
AL-05,2016,Open,,"CRAMER, ROBERT E ""BUD"" JR"
AL-06,2016,Challenger,"PALMER, GARY","PUTMAN, DAVID"
AL-07,2016,Incumbent,"SEWELL, TERRYCINA ANDREA",
AR-01,2016,Challenger,"CRAWFORD, ERIC ALAN RICK","MCPHERSON, JACKIE"
AR-02,2016,Challenger,"HILL, JAMES FRENCH","CURRY, DIANNE"
AR-03,2016,Open,,"WHITAKER, DAVID JEFFREY"
AR-04,2016,Open,,"HURST, Q. BYRUM JR"
AS-00,2016,Challenger,"AMATA, AUMUA","JAMIAS, MAPU S."
AZ-01,2016,Open,,"O'HALLERAN, TOM"
AZ-02,2016,Challenger,"MCSALLY, MARTHA E. MS.","HEINZ, MATTHEW GERALD DR."
AZ-03,2016,Incumbent,"GRIJALVA, RAUL M",
AZ-04,2016,Challenger,"GOSAR, PAUL DR.","WEISSER, MIKEL"
AZ-05,2016,Open,,"FUENTES, TALIA"
AZ-06,2016,Challenger,"SCHWEIKERT, DAVID","WILLIAMSON, WALTER JOHN"
AZ-07,2016,Challenger,"NUNEZ, EVANGELINE MARTINEZ","PASTOR, ED L"
AZ-08,2016,Challenger,"FRANKS, TRENT","ARMSTRONG-STONER, DEREK JAMES"
AZ-09,2016,Incumbent,"SINEMA, KYRSTEN","GILES, DAVID VICTOR"
CA-01,2016,Challenger,"LAMALFA, DOUG","REED, JAMES E"
CA-02,2016,Incumbent,"HUFFMAN, JARED","MENSING, DALE KENNETH"
CA-03,2016,Incumbent,"GARAMENDI, JOHN","CLEEK, N EUGENE MD"
CA-04,2016,Challenger,"MCCLINTOCK, THOMAS","DERLET, ROBERT WAYNE"
CA-05,2016,Incumbent,"THOMPSON, MIKE MR.","SANTAMARIA, CARLOS J"
CA-06,2016,Incumbent,"MATSUI, DORIS","EVANS, ROBERT S"
CA-07,2016,Incumbent,"BERA, AMERISH","JONES, SCOTT"
CA-08,2016,Challenger,"COOK, PAUL",DR RITA RAMIREZ
CA-09,2016,Incumbent,"MCNERNEY, JERRY","NANCE, KATHRYN D"
CA-10,2016,Challenger,"DENHAM, JEFF","EGGMAN, MICHAEL RAY"
CA-11,2016,Incumbent,"DESAULNIER, MARK","PETERSEN, ROGER"
CA-12,2016,Incumbent,"PELOSI, NANCY","DENNIS, JOHN"
CA-13,2016,Incumbent,"LEE, BARBARA","CARO, SUZANNE M"
CA-14,2016,Incumbent,"SPEIER, JACKIE","CARDENAS, ANGEL"
CA-15,2016,Incumbent,"SWALWELL, ERIC MICHAEL","BUSSELL, HUGH"
CA-16,2016,Incumbent,"COSTA, JIM MR.","TACHERRA, JOHNNY"
