district_id,party,cycle,coordinated_expenditures
AR-02,D,2018,90000
AZ-01,D,2018,90000
AZ-02,D,2018,94000
AZ-06,D,2018,1022
CA-04,D,2018,90000
CA-10,D,2018,90151
CA-21,D,2018,93150
CA-25,D,2018,90132
CA-39,D,2018,96150
CA-45,D,2018,96150
CA-48,D,2018,96169
CA-49,D,2018,89000
CA-50,D,2018,74000
CO-06,D,2018,99150
CT-05,D,2018,74930
FL-06,D,2018,94150
FL-15,D,2018,94150
FL-16,D,2018,90000
FL-18,D,2018,90000
FL-26,D,2018,94150
FL-27,D,2018,78000
GA-06,D,2018,188214
GA-07,D,2018,90000
IA-01,D,2018,90000
IA-03,D,2018,90000
IL-06,D,2018,90000
IL-12,D,2018,99150
IL-13,D,2018,99399
IL-14,D,2018,90000
IN-05,D,2018,8000
KS-03,D,2018,90000
KY-06,D,2018,99400
ME-02,D,2018,90000
MI-06,D,2018,94000
MI-07,D,2018,95000
MI-08,D,2018,98150
MI-11,D,2018,90000
MN-01,D,2018,94150
MN-02,D,2018,94241
MN-08,D,2018,75200
NC-02,D,2018,89800
NC-09,D,2018,90000
NC-13,D,2018,98500
NE-02,D,2018,90000
NH-01,D,2018,90000
NJ-02,D,2018,95000
NJ-03,D,2018,90000
NJ-07,D,2018,89000
NJ-11,D,2018,90000
NM-02,D,2018,90000
NV-03,D,2018,82400
NV-04,D,2018,90000
NY-11,D,2018,90000
NY-19,D,2018,90000
NY-22,D,2018,88000
NY-24,D,2018,84309
NY-27,D,2018,90000
OH-01,D,2018,90000
OH-12,D,2018,188801
OH-14,D,2018,5018
OH-15,D,2018,8000
OR-02,D,2018,8000
PA-07,D,2018,95096
PA-10,D,2018,99150
PA-15,D,2018,90000
PA-16,D,2018,99150
PA-18,D,2018,107293
SC-01,D,2018,90000
TX-07,D,2018,95200
TX-23,D,2018,90000
TX-31,D,2018,15000
TX-32,D,2018,95200
VA-02,D,2018,94900
VA-05,D,2018,48000
VA-07,D,2018,90000
WA-03,D,2018,90000
WA-05,D,2018,90000
WA-08,D,2018,98150
WV-02,D,2018,6000
WV-03,D,2018,90000
