district_id,party,cycle,amount
AK-00,D,2016,1318.3
AR-02,D,2016,75828.0
AZ-01,D,2016,3422453.21
AZ-09,D,2016,14045.75
CA-07,D,2016,4522674.08
CA-10,D,2016,6263947.71
CA-17,D,2016,220923.09
CA-19,D,2016,1772.32
CA-21,D,2016,2010525.1500000001
CA-24,D,2016,748405.6
CA-25,D,2016,4901801.87
CA-31,D,2016,22438.02
CA-36,D,2016,123215.0
CA-44,D,2016,478114.34
CA-46,D,2016,35000.0
CA-49,D,2016,4596559.76
CO-03,D,2016,3118172.64
CO-06,D,2016,6141727.86
FL-07,D,2016,6266748.57
FL-09,D,2016,2307.5
FL-13,D,2016,3508147.9499999997
FL-18,D,2016,23010.2
FL-24,D,2016,2566.58
FL-26,D,2016,7587038.6899999995
IA-01,D,2016,2442257.1999999997
IA-03,D,2016,3836799.14
IL-02,D,2016,129.55
IL-08,D,2016,1045.87
IL-10,D,2016,2427158.25
IL-12,D,2016,256016.57
IL-17,D,2016,6386.01
IN-09,D,2016,2409238.77
KS-01,D,2016,46750.0
KS-03,D,2016,2205231.12
KY-06,D,2016,5676.45
LA-03,D,2016,12602.0
LA-04,D,2016,132000.0
MD-08,D,2016,15000.0
ME-02,D,2016,5945451.76
MI-01,D,2016,2666716.0
MI-06,D,2016,12000.0
MI-07,D,2016,802669.05
MI-13,D,2016,11051.470000000001
MI-14,D,2016,12727.27
MI-52,D,2016,33414.880000000005
MN-02,D,2016,4350168.91
MN-03,D,2016,4899492.35
MN-07,D,2016,17500.0
MN-08,D,2016,9366012.35
MO-02,D,2016,875.0
MS-01,D,2016,9439.0
MT-00,D,2016,780251.57
NB-02,D,2016,447651.47
NC-02,D,2016,0.6
NC-04,D,2016,0.6
NC-05,D,2016,0.6
NC-08,D,2016,0.6
NC-11,D,2016,0.6
NC-12,D,2016,0.6
NC-13,D,2016,0.6
NE-02,D,2016,2953263.33
NH-01,D,2016,58650.619999999995
NH-02,D,2016,13800.619999999999
NJ-05,D,2016,7107558.46
NV-01,D,2016,15192.73
NV-03,D,2016,8196556.0
NV-04,D,2016,6401330.22
NY-01,D,2016,1125626.28
NY-02,D,2016,12455.0
NY-03,D,2016,322115.64
NY-06,D,2016,2109.6099999999997
NY-19,D,2016,4381625.88
NY-22,D,2016,2831363.35
NY-23,D,2016,72762.88
NY-24,D,2016,1645053.6199999999
NY-25,D,2016,1287.5
OR-05,D,2016,72206.87
PA-08,D,2016,8363300.57
PA-09,D,2016,139140.0
PA-16,D,2016,359559.35
TN-23,D,2016,19395.0
TX-21,D,2016,17950.0
TX-23,D,2016,6666519.72
UT-04,D,2016,850984.55
VA-03,D,2016,2315.69
VA-08,D,2016,1068.78
VA-10,D,2016,8478329.280000001
VA-11,D,2016,534.39
VT-00,D,2016,1999.86
WA-01,D,2016,1322.34
WA-02,D,2016,1280.32
WA-06,D,2016,1280.32
WA-07,D,2016,793204.96
WA-09,D,2016,1771.4099999999999
WA-10,D,2016,1552.83
WI-02,D,2016,2119.05
WI-04,D,2016,36266.09
WI-07,D,2016,128528.0
WI-08,D,2016,624432.5599999999
AZ-01,R,2016,49611.62
AZ-02,R,2016,42753.08
AZ-04,R,2016,11852.42
CA-07,R,2016,3747542.51
CA-10,R,2016,294046.82
CA-12,R,2016,19718.36
CA-17,R,2016,321065.12
CA-20,R,2016,52913.0
CA-21,R,2016,37561.62
CA-24,R,2016,1440600.8599999999
CA-25,R,2016,1377929.03
CA-31,R,2016,14730.960000000001
CA-44,R,2016,405582.85
CA-49,R,2016,5885.66
CA-51,R,2016,460.7
CO-03,R,2016,38908.1
CO-06,R,2016,6131117.51
CT-05,R,2016,15000.0
FL-02,R,2016,4230.0
FL-06,R,2016,32469.39
FL-07,R,2016,1654261.04
FL-09,R,2016,75000.0
FL-13,R,2016,723923.9
FL-18,R,2016,3802135.12
FL-26,R,2016,6766390.82
FL-27,R,2016,66540.0
IA-01,R,2016,2006123.76
IA-02,R,2016,5310.0
IA-03,R,2016,2134288.7800000003
IA-04,R,2016,1666.66
IL-06,R,2016,17460.2
IL-08,R,2016,129.55
IL-09,R,2016,50000.0
IL-10,R,2016,5732086.6
IL-11,R,2016,2249.06
IL-12,R,2016,7711.530000000001
IL-14,R,2016,6465.57
IL-15,R,2016,1378.6
IL-16,R,2016,129.54
IL-18,R,2016,8455.16
IN-03,R,2016,11852.41
IN-09,R,2016,1983651.49
KS-03,R,2016,9521.07
LA-03,R,2016,32602.0
LA-04,R,2016,223075.59
MD-06,R,2016,1530459.0
ME-02,R,2016,3372604.6
MI-01,R,2016,1764819.25
MI-06,R,2016,61397.22
MN-02,R,2016,2587173.23
MN-03,R,2016,1430553.34
MN-06,R,2016,11108.029999999999
MN-08,R,2016,3421967.9699999997
MO-07,R,2016,5000.0
MT-00,R,2016,12308.630000000001
NC-06,R,2016,0.6
NC-09,R,2016,45043.07
NE-00,R,2016,2133.49
NE-02,R,2016,4662146.37
NH-00,R,2016,13127.59
NH-01,R,2016,1250578.35
NJ-02,R,2016,12000.0
NJ-04,R,2016,2401.33
NJ-05,R,2016,341711.82
NJ-07,R,2016,1000.0
NV-03,R,2016,5357674.46
NV-04,R,2016,6011552.98
NY-01,R,2016,113293.97
NY-03,R,2016,774113.52
NY-06,R,2016,111348.37
NY-19,R,2016,2586923.23
NY-21,R,2016,233869.94
NY-22,R,2016,2327205.88
NY-23,R,2016,262656.66
NY-24,R,2016,1485680.53
OH-00,R,2016,2133.49
OH-06,R,2016,2000.0
OH-08,R,2016,11852.42
OK-01,R,2016,11852.41
OR-05,R,2016,360722.23
PA-00,R,2016,2133.49
PA-06,R,2016,117000.0
PA-07,R,2016,247545.3
PA-08,R,2016,4825201.69
PA-09,R,2016,119257.6
PA-15,R,2016,12000.0
PA-16,R,2016,53368.71
SC-00,R,2016,2133.49
SC-04,R,2016,12130.0
TX-01,R,2016,1666.67
TX-23,R,2016,2626630.84
UT-04,R,2016,448118.14
VA-02,R,2016,15000.0
VA-10,R,2016,4284103.97
WA-08,R,2016,1000.0
WI-00,R,2016,2133.49
WI-08,R,2016,1029054.1900000001
WV-02,R,2016,13327.34
WY-00,R,2016,3915.69
