district_id,party,cycle,coordinated_expenditures
-00,R,2012,280
AR-01,R,2012,12265
AZ-01,R,2012,83543
AZ-02,R,2012,70666
AZ-08,R,2012,85644
AZ-09,R,2012,85466
CA-03,R,2012,9572
CA-07,R,2012,85830
CA-09,R,2012,72532
CA-10,R,2012,82454
CA-12,R,2012,4403
CA-21,R,2012,3938
CA-24,R,2012,10107
CA-26,R,2012,4916
CA-31,R,2012,25615
CA-36,R,2012,95588
CA-41,R,2012,73000
CA-47,R,2012,85000
CA-52,R,2012,23742
CO-03,R,2012,81994
CO-06,R,2012,69533
CO-07,R,2012,84351
CT-04,R,2012,66942
CT-05,R,2012,89326
FL-02,R,2012,85000
FL-13,R,2012,2950
FL-18,R,2012,8098
FL-22,R,2012,13000
GA-12,R,2012,88508
IA-01,R,2012,80508
IA-02,R,2012,81820
IA-03,R,2012,64071
IA-04,R,2012,71381
IA-05,R,2012,8000
IL-08,R,2012,88214
IL-10,R,2012,77966
IL-11,R,2012,78516
IL-12,R,2012,77591
IL-13,R,2012,76946
IL-17,R,2012,13041
IN-02,R,2012,66620
IN-05,R,2012,532
KY-06,R,2012,84783
MA-06,R,2012,80254
MD-06,R,2012,77900
ME-02,R,2012,81200
MI-01,R,2012,72580
MI-11,R,2012,4750
MN-08,R,2012,73716
NC-07,R,2012,86399
NC-08,R,2012,84463
NH-01,R,2012,88000
NH-02,R,2012,88049
NJ-03,R,2012,81329
NV-02,R,2012,88392
NV-03,R,2012,78286
NV-04,R,2012,19212
NY-01,R,2012,75603
NY-09,R,2012,42906
NY-11,R,2012,77174
NY-18,R,2012,10383
NY-19,R,2012,85250
NY-23,R,2012,5716
NY-24,R,2012,75500
NY-25,R,2012,73567
NY-26,R,2012,7083
NY-27,R,2012,7706
OH-06,R,2012,8233
OH-14,R,2012,89863
OH-16,R,2012,76086
OR-01,R,2012,85000
PA-08,R,2012,11560
PA-12,R,2012,88262
RI-01,R,2012,89022
TN-04,R,2012,13000
TN-08,R,2012,368
TX-14,R,2012,70187
TX-23,R,2012,81007
UT-04,R,2012,8583
VA-02,R,2012,78601
WA-01,R,2012,80000
WI-07,R,2012,3000
WI-08,R,2012,6372
WV-03,R,2012,88516
