district_id,cycle,incumb_status,incumbent_name,challenger_name
AK-00,2020,Challenger,"YOUNG, DONALD E","SHEIN, DIMITRI"
AL-01,2020,Open,,"GARDNER, KIANI A"
AL-02,2020,Open,,"HARVEY-HALL, PHYLLIS"
AL-03,2020,Challenger,"ROGERS, MICHAEL","WINFREY, ADIA"
AL-04,2020,Challenger,"ADERHOLT, ROBERT B. REP.","NEIGHBORS, RICKY"
AL-05,2020,Open,,"JOFFRION, PETER S."
AL-06,2020,Open,,
AL-07,2020,Incumbent,"SEWELL, TERRI A.",
AR-01,2020,Open,,"CAUSEY, CHAD"
AR-02,2020,Challenger,"HILL, JAMES FRENCH","ELLIOTT, JOYCE ANN SENATOR"
AR-03,2020,Challenger,"WOMACK, STEVE","WILLIAMS, CELESTE SARENE"
AR-04,2020,Challenger,"COTTON, THOMAS","HANSON, WILLIAM MR."
AS-00,2020,Challenger,"AMATA, AUMUA","CRICHTON, ORETA TUFAGA-MAPU"
AZ-01,2020,Incumbent,"O'HALLERAN, TOM","SHEDD, TIFFANY"
AZ-02,2020,Incumbent,"KIRKPATRICK, ANN","MARTIN, BRANDON RAY"
AZ-03,2020,Incumbent,"GRIJALVA, RAUL M","WOOD, DANIEL"
AZ-04,2020,Challenger,"GOSAR, PAUL DR.","DISANTO, DELINA"
AZ-05,2020,Challenger,"BIGGS, ANDY MR.","GREENE, JOAN"
AZ-06,2020,Challenger,"SCHWEIKERT, DAVID S.","TIPIRNENI, HIRAL VYAS"
AZ-07,2020,Incumbent,"GALLEGO, RUBEN","BARNETT, JOSH"
AZ-08,2020,Challenger,"LESKO, DEBBIE","MUSCATO, MICHAEL ARCHANGEL"
AZ-09,2020,Incumbent,"SINEMA, KYRSTEN","GILES, DAVID VICTOR"
CA-01,2020,Challenger,"LAMALFA, DOUG","DENNEY, AUDREY L"
CA-02,2020,Incumbent,"HUFFMAN, JARED","MENSING, DALE KENNETH"
CA-03,2020,Incumbent,"GARAMENDI, JOHN","HAMILTON, TAMIKA"
CA-04,2020,Challenger,"MCCLINTOCK, THOMAS","KENNEDY, BRYNNE"
CA-05,2020,Incumbent,"THOMPSON, MIKE MR.","GIBLIN, SCOTT"
CA-06,2020,Incumbent,"MATSUI, DORIS","BISH, CHRISTINE"
CA-07,2020,Incumbent,"BERA, AMERISH","PATTERSON, ROBERT BUZZ"
CA-08,2020,Open,,"BUBSER, CHRISTINE"
CA-09,2020,Incumbent,"MCNERNEY, GERALD MARK","AMADOR, ANTONIO"
CA-10,2020,Incumbent,"HARDER, JOSH","HOWZE, TED D II"
CA-11,2020,Incumbent,"DESAULNIER, MARK","SHARMA, NISHA"
CA-12,2020,Incumbent,"PELOSI, NANCY","LORRAINE, DEANNA"
CA-13,2020,Incumbent,"LEE, BARBARA","PITERMAN, KONSTANTINE NIKKA-SHER"
CA-14,2020,Incumbent,"SPEIER, JACKIE",
CA-15,2020,Incumbent,"SWALWELL, ERIC MICHAEL","HAYDEN, ALISON"
CA-16,2020,Incumbent,"COSTA, JIM MR.","COOKINGHAM, KEVIN"
CA-17,2020,Incumbent,"KHANNA, ROHIT","TANDON, RITESH"
CA-18,2020,Incumbent,"ESHOO, ANNA G","FOX, DR. RICHARD B"
CA-19,2020,Incumbent,"LOFGREN, ZOE","AGUILERA, JUSTIN"
CA-20,2020,Incumbent,"PANETTA, JIMMY","GORMAN, JEFF"
CA-21,2020,Incumbent,"COX, TERRENCE JOHN (TJ)","VALADAO, DAVID"
CA-22,2020,Challenger,"NUNES, DEVIN G.","ARBALLO, PHIL"
CA-23,2020,Challenger,"MCCARTHY, KEVIN","MANGONE, KIM"
CA-24,2020,Incumbent,"CARBAJAL, SALUD O.","CALDWELL, JAMES ANDREW"
CA-25,2020,Challenger,"GARCIA, MICHAEL","SMITH, CHRISTY"
CA-26,2020,Incumbent,"BROWNLEY, JULIA","KENNEDY, RONDA"
CA-27,2020,Incumbent,"CHU, JUDY","NALBANDIAN, JOHNNY"
CA-28,2020,Incumbent,"SCHIFF, ADAM","EARLY, ERIC"
CA-29,2020,Incumbent,"CARDENAS, TONY","HERNANDEZ, DAVID RAYMOND"
CA-30,2020,Incumbent,"SHERMAN, BRAD","KLEINMAN, PABLO"
CA-31,2020,Incumbent,"AGUILAR, PETE","MILLER, GARY G"
CA-32,2020,Incumbent,"NAPOLITANO, GRACE","SCOTT, JOSHUA"
CA-33,2020,Incumbent,"LIEU, TED","LIEW, SARAH SUN"
CA-34,2020,Incumbent,"GOMEZ, JIMMY","WRIGHT, JOANNE"
CA-35,2020,Incumbent,"TORRES, NORMA","CARGILE, MIKE"
CA-36,2020,Incumbent,"RUIZ, RAUL DR.","CRUZ, ERIN"
CA-37,2020,Incumbent,"BASS, KAREN","WEBBER, ERROL MR."
CA-38,2020,Incumbent,"SANCHEZ, LINDA",
CA-39,2020,Incumbent,"CISNEROS, GILBERT","KIM, YOUNG"
CA-40,2020,Incumbent,"ROYBAL-ALLARD, LUCILLE","DELGADO, ANTONIO"
CA-41,2020,Incumbent,"TAKANO, MARK","SMITH, AJA"
CA-42,2020,Challenger,"CALVERT, KEN","O'MARA, WILLIAM EDWARD DR IV"
CA-43,2020,Incumbent,"WATERS, MAXINE","COLLINS, JOE"
CA-44,2020,Incumbent,"BARRAGAN, NANETTE","EARLEY, BILLY"
