district_id,party,cycle,fec_candidate_id,committee_id,coverage_start_date,coverage_end_date,receipts_period,disbursements_period,cash_on_hand_end_period,report_type_full,beginning_image_number
MN-06,R,2012,H6MN06074,C00410118,2012-11-27T00:00:00,2012-12-31T00:00:00,278501.48,284826.29,2070568.95,YEAR-END,13940773621
MN-06,R,2012,H6MN06074,C00410118,2012-11-27T00:00:00,2012-12-31T00:00:00,278501.48,284826.29,2070568.95,YEAR-END,13960678131
MN-06,R,2012,H6MN06074,C00410118,2012-10-18T00:00:00,2012-11-26T00:00:00,2062485.43,3046239.37,2170422.02,POST-GENERAL,12963760962
MN-06,R,2012,H6MN06074,C00410118,2012-10-18T00:00:00,2012-11-26T00:00:00,2061230.43,3138512.63,2076893.76,POST-GENERAL,13960673756
MN-06,R,2012,H6MN06074,C00410118,2012-10-18T00:00:00,2012-11-26T00:00:00,2062485.43,3046239.37,2170772.02,POST-GENERAL,12962974963
MN-06,R,2012,H6MN06074,C00410118,2012-10-18T00:00:00,2012-11-26T00:00:00,2061230.43,3138512.63,2076893.76,POST-GENERAL,13940771054
MN-06,R,2012,H6MN06074,C00410118,2012-10-18T00:00:00,2012-11-26T00:00:00,2062485.43,3138512.63,2078148.76,POST-GENERAL,13960360517
MN-06,R,2012,H6MN06074,C00410118,2012-10-01T00:00:00,2012-10-17T00:00:00,1283703.13,1689244.3,3154175.96,PRE-GENERAL,12941462137
MN-06,R,2012,H6MN06074,C00410118,2012-10-01T00:00:00,2012-10-17T00:00:00,1283863.13,1643355.87,3200574.39,PRE-GENERAL,12940477157
MN-06,R,2012,H6MN06074,C00410118,2012-10-01T00:00:00,2012-10-17T00:00:00,1283703.13,1689244.3,3154175.96,PRE-GENERAL,13960359034
MN-06,R,2012,H6MN06074,C00410118,2012-10-01T00:00:00,2012-10-17T00:00:00,1283703.13,1689244.3,3154525.96,PRE-GENERAL,12962845125
MN-06,R,2012,H6MN06074,C00410118,2012-07-26T00:00:00,2012-09-30T00:00:00,3461533.94,1965857.4,3560067.13,OCTOBER QUARTERLY,12972663266
MN-06,R,2012,H6MN06074,C00410118,2012-07-26T00:00:00,2012-09-30T00:00:00,3461533.94,1965857.4,3559717.13,OCTOBER QUARTERLY,14942394387
MN-06,R,2012,H6MN06074,C00410118,2012-07-26T00:00:00,2012-09-30T00:00:00,3461533.94,1965857.4,3559717.13,OCTOBER QUARTERLY,13940046611
MN-06,R,2012,H6MN06074,C00410118,2012-07-26T00:00:00,2012-09-30T00:00:00,3461533.94,1965857.4,3559717.13,OCTOBER QUARTERLY,12963757311
MN-06,R,2012,H6MN06074,C00410118,2012-07-01T00:00:00,2012-07-25T00:00:00,1103324.66,764033.85,2064040.59,PRE-PRIMARY,12941461047
MN-06,R,2012,H6MN06074,C00410118,2012-07-01T00:00:00,2012-07-25T00:00:00,1103424.66,768967.44,2059457.0,PRE-PRIMARY,12952608798
MN-06,R,2012,H6MN06074,C00410118,2012-07-01T00:00:00,2012-07-25T00:00:00,1103424.66,764033.85,2064390.59,PRE-PRIMARY,12952872433
MN-06,R,2012,H6MN06074,C00410118,2012-04-01T00:00:00,2012-06-30T00:00:00,1964309.23,882040.2,1724749.78,JULY QUARTERLY,12963755419
MN-06,R,2012,H6MN06074,C00410118,2012-04-01T00:00:00,2012-06-30T00:00:00,1964609.23,882040.2,1724999.78,JULY QUARTERLY,12971452927
MN-06,R,2012,H6MN06074,C00410118,2012-04-01T00:00:00,2012-06-30T00:00:00,1964309.23,882040.2,1724749.78,JULY QUARTERLY,12963763560
MN-06,R,2012,H6MN06074,C00410118,2012-04-01T00:00:00,2012-06-30T00:00:00,1964609.23,882040.2,1724999.78,JULY QUARTERLY,12952604911
MN-06,R,2012,H6MN06074,C00410118,2012-01-26T00:00:00,2012-03-31T00:00:00,579276.02,182458.01,642480.75,APRIL QUARTERLY,12951454744
MN-06,R,2012,H6MN06074,C00410118,2011-04-01T00:00:00,2011-06-12T00:00:00,1926613.33,2448562.35,2300216.35,JULY QUARTERLY,11931900147
MN-06,R,2012,H6MN06074,C00410118,2011-01-01T00:00:00,2011-03-31T00:00:00,1748301.46,786613.63,2863337.4,APRIL QUARTERLY,11931496092
MN-06,R,2012,H6MN06074,C00410118,2011-01-01T00:00:00,2011-03-31T00:00:00,1747617.73,786613.63,2831873.57,APRIL QUARTERLY,11930687558
MN-06,R,2012,H6MN06074,C00410118,2011-01-01T00:00:00,2011-03-31T00:00:00,1747597.73,786613.63,2862633.67,APRIL QUARTERLY,11931476442
MN-06,R,2012,H6MN06074,C00410118,2011-01-01T00:00:00,2011-03-31T00:00:00,1748301.46,786613.63,2822165.37,APRIL QUARTERLY,11972716331
OH-08,R,2012,H0OH08029,C00237198,2012-11-27T00:00:00,2012-12-31T00:00:00,226214.38,287359.59,952828.44,YEAR-END,13960604448
OH-08,R,2012,H0OH08029,C00237198,2012-10-18T00:00:00,2012-11-26T00:00:00,870052.34,917976.58,1013973.65,POST-GENERAL,12962933934
OH-08,R,2012,H0OH08029,C00237198,2012-10-01T00:00:00,2012-10-17T00:00:00,185766.05,222452.91,1061897.89,PRE-GENERAL,12961018680
OH-08,R,2012,H0OH08029,C00237198,2012-07-01T00:00:00,2012-09-30T00:00:00,2489376.66,3887636.91,1098584.75,OCTOBER QUARTERLY,12972645717
OH-08,R,2012,H0OH08029,C00237198,2012-04-01T00:00:00,2012-06-30T00:00:00,3565251.54,5663161.75,2496845.0,JULY QUARTERLY,12952455020
OH-08,R,2012,H0OH08029,C00237198,2012-04-01T00:00:00,2012-06-30T00:00:00,3565251.54,5663161.75,2496845.0,JULY QUARTERLY,13962202901
OH-08,R,2012,H0OH08029,C00237198,2012-02-16T00:00:00,2012-03-31T00:00:00,1743063.96,1934418.56,4594755.21,APRIL QUARTERLY,13962221721
OH-08,R,2012,H0OH08029,C00237198,2012-02-16T00:00:00,2012-03-31T00:00:00,1743063.96,1934418.56,4594755.21,APRIL QUARTERLY,13942238955
OH-08,R,2012,H0OH08029,C00237198,2012-02-16T00:00:00,2012-03-31T00:00:00,1743063.96,1934418.56,4594755.21,APRIL QUARTERLY,13962206796
OH-08,R,2012,H0OH08029,C00237198,2012-02-16T00:00:00,2012-03-31T00:00:00,1743063.96,1934418.56,4594755.21,APRIL QUARTERLY,12951433368
OH-08,R,2012,H0OH08029,C00237198,2012-01-01T00:00:00,2012-02-15T00:00:00,802542.98,1062756.4,4786109.81,PRE-PRIMARY,12950638774
OH-08,R,2012,H0OH08029,C00237198,2012-01-01T00:00:00,2012-02-15T00:00:00,802542.98,1062756.4,4786109.81,PRE-PRIMARY,12950668236
OH-08,R,2012,H0OH08029,C00237198,2012-01-01T00:00:00,2012-02-15T00:00:00,802542.98,1062756.4,4786109.81,PRE-PRIMARY,13962205159
OH-08,R,2012,H0OH08029,C00237198,2011-10-01T00:00:00,2011-12-31T00:00:00,2885341.13,1659524.76,5046323.23,YEAR-END,12950295973
OH-08,R,2012,H0OH08029,C00237198,2011-10-01T00:00:00,2011-12-31T00:00:00,2885341.13,1659524.76,5046323.23,YEAR-END,13964815925
OH-08,R,2012,H0OH08029,C00237198,2011-07-01T00:00:00,2011-09-30T00:00:00,2846647.09,2696927.84,3820506.86,OCTOBER QUARTERLY,11952646300
OH-08,R,2012,H0OH08029,C00237198,2011-07-01T00:00:00,2011-09-30T00:00:00,2846647.09,2696927.84,3820506.86,OCTOBER QUARTERLY,13962205740
OH-08,R,2012,H0OH08029,C00237198,2011-07-01T00:00:00,2011-09-30T00:00:00,2846647.09,2696927.84,3820506.86,OCTOBER QUARTERLY,12951967239
OH-08,R,2012,H0OH08029,C00237198,2011-04-01T00:00:00,2011-06-30T00:00:00,3993347.07,2242314.9,3670787.61,JULY QUARTERLY,12951329481
OH-08,R,2012,H0OH08029,C00237198,2011-04-01T00:00:00,2011-06-30T00:00:00,3993347.07,2242314.9,3670787.61,JULY QUARTERLY,13962201633
OH-08,R,2012,H0OH08029,C00237198,2011-04-01T00:00:00,2011-06-30T00:00:00,3993347.07,2242314.9,3670787.61,JULY QUARTERLY,13964817307
OH-08,R,2012,H0OH08029,C00237198,2011-04-01T00:00:00,2011-06-30T00:00:00,3993347.07,2242314.9,3670787.61,JULY QUARTERLY,11931898955
OH-08,R,2012,H0OH08029,C00237198,2011-01-01T00:00:00,2011-03-31T00:00:00,2416685.0,623271.18,1919755.44,APRIL QUARTERLY,11930694677
FL-18,R,2012,H8FL22038,C00435628,2012-11-27T00:00:00,2012-12-31T00:00:00,52791.23,639103.58,945370.62,YEAR-END,13960815980
FL-18,R,2012,H8FL22038,C00435628,2012-11-27T00:00:00,2012-12-31T00:00:00,52791.23,639103.58,940573.56,YEAR-END,13941673552
FL-18,R,2012,H8FL22038,C00435628,2012-11-27T00:00:00,2012-12-31T00:00:00,21479.54,639103.58,914058.93,YEAR-END,13960465297
FL-18,R,2012,H8FL22038,C00435628,2012-11-27T00:00:00,2012-12-31T00:00:00,52791.23,639103.58,940573.56,YEAR-END,13961142367
FL-18,R,2012,H8FL22038,C00435628,2012-10-18T00:00:00,2012-11-26T00:00:00,2227001.09,4063987.86,1526885.91,POST-GENERAL,13961140954
FL-18,R,2012,H8FL22038,C00435628,2012-10-18T00:00:00,2012-11-26T00:00:00,2227001.09,4063987.86,1531682.97,POST-GENERAL,12940903759
FL-18,R,2012,H8FL22038,C00435628,2012-10-01T00:00:00,2012-10-17T00:00:00,2069794.5,2184884.73,3363872.68,PRE-GENERAL,13940248410
