district_id,party,cycle,fec_candidate_id,committee_id,coverage_start_date,coverage_end_date,receipts_period,disbursements_period,cash_on_hand_end_period,report_type_full,beginning_image_number
OH-08,R,2014,H0OH08029,C00237198,2014-11-25T00:00:00,2014-12-31T00:00:00,231023.55,29368.91,1293215.88,YEAR-END,15970304206
OH-08,R,2014,H0OH08029,C00237198,2014-11-25T00:00:00,2014-12-31T00:00:00,231023.55,29368.91,1293215.88,YEAR-END,15950569831
OH-08,R,2014,H0OH08029,C00237198,2014-10-16T00:00:00,2014-11-24T00:00:00,240187.73,523374.57,1091561.24,POST-GENERAL,14952910229
OH-08,R,2014,H0OH08029,C00237198,2014-10-01T00:00:00,2014-10-15T00:00:00,451979.28,1000906.85,1374748.08,PRE-GENERAL,14952513204
OH-08,R,2014,H0OH08029,C00237198,2014-07-01T00:00:00,2014-09-30T00:00:00,2260427.09,2313532.15,1923675.65,OCTOBER QUARTERLY,14978354148
OH-08,R,2014,H0OH08029,C00237198,2014-04-17T00:00:00,2014-06-30T00:00:00,2331206.97,2551945.33,1976780.71,JULY QUARTERLY,14961627786
OH-08,R,2014,H0OH08029,C00237198,2014-04-01T00:00:00,2014-04-16T00:00:00,51008.5,1154217.93,2197519.07,PRE-PRIMARY,14960866015
OH-08,R,2014,H0OH08029,C00237198,2014-01-01T00:00:00,2014-03-31T00:00:00,1786187.19,1363260.95,3300728.5,APRIL QUARTERLY,14941733178
OH-08,R,2014,H0OH08029,C00237198,2014-01-01T00:00:00,2014-03-31T00:00:00,1786187.19,1363260.95,3300728.5,APRIL QUARTERLY,14960766374
OH-08,R,2014,H0OH08029,C00237198,2013-10-01T00:00:00,2013-12-31T00:00:00,1946203.8,1856032.75,2877802.26,YEAR-END,14960347965
OH-08,R,2014,H0OH08029,C00237198,2013-07-01T00:00:00,2013-09-30T00:00:00,3149615.34,2888913.48,2787631.21,OCTOBER QUARTERLY,13964787256
OH-08,R,2014,H0OH08029,C00237198,2013-04-01T00:00:00,2013-06-30T00:00:00,3537635.25,2832720.8,2526929.35,JULY QUARTERLY,13942237803
OH-08,R,2014,H0OH08029,C00237198,2013-04-01T00:00:00,2013-06-30T00:00:00,3537635.25,2832720.8,2526929.35,JULY QUARTERLY,13964083526
OH-08,R,2014,H0OH08029,C00237198,2013-01-01T00:00:00,2013-03-31T00:00:00,2387085.22,1517898.76,1822014.9,APRIL QUARTERLY,13961614613
CA-07,R,2014,H8CA03105,C00444836,2014-11-25T00:00:00,2014-12-31T00:00:00,3203498.78,3311754.36,56132.36,YEAR-END,15950583706
CA-07,R,2014,H8CA03105,C00444836,2014-11-25T00:00:00,2014-12-31T00:00:00,3203498.78,3311754.36,56132.36,YEAR-END,201507159000194334
CA-07,R,2014,H8CA03105,C00444836,2014-11-25T00:00:00,2014-12-31T00:00:00,3203498.78,3311754.36,56132.36,YEAR-END,15970360705
CA-07,R,2014,H8CA03105,C00444836,2014-10-16T00:00:00,2014-11-24T00:00:00,1916123.72,2241440.72,164387.94,POST-GENERAL,15951166645
CA-07,R,2014,H8CA03105,C00444836,2014-10-16T00:00:00,2014-11-24T00:00:00,1916097.85,2241440.72,164362.07,POST-GENERAL,14952992715
CA-07,R,2014,H8CA03105,C00444836,2014-10-16T00:00:00,2014-11-24T00:00:00,1916123.72,2241440.72,164387.94,POST-GENERAL,15970252593
CA-07,R,2014,H8CA03105,C00444836,2014-10-01T00:00:00,2014-10-15T00:00:00,844009.0,625694.9,489704.94,PRE-GENERAL,14952948720
CA-07,R,2014,H8CA03105,C00444836,2014-10-01T00:00:00,2014-10-15T00:00:00,844009.0,625694.9,489704.94,PRE-GENERAL,15970252823
CA-07,R,2014,H8CA03105,C00444836,2014-10-01T00:00:00,2014-10-15T00:00:00,843259.0,625694.9,488954.94,PRE-GENERAL,14952530965
CA-07,R,2014,H8CA03105,C00444836,2014-07-01T00:00:00,2014-09-30T00:00:00,1058811.75,991241.82,271390.84,OCTOBER QUARTERLY,14952527000
CA-07,R,2014,H8CA03105,C00444836,2014-07-01T00:00:00,2014-09-30T00:00:00,1058811.75,991241.82,271390.84,OCTOBER QUARTERLY,14978401135
CA-07,R,2014,H8CA03105,C00444836,2014-07-01T00:00:00,2014-09-30T00:00:00,1058811.75,991241.82,271390.84,OCTOBER QUARTERLY,15950582254
CA-07,R,2014,H8CA03105,C00444836,2014-05-15T00:00:00,2014-06-30T00:00:00,332785.66,343298.89,203820.91,JULY QUARTERLY,14978385773
CA-07,R,2014,H8CA03105,C00444836,2014-05-15T00:00:00,2014-06-30T00:00:00,332781.54,343273.89,203841.79,JULY QUARTERLY,14961636210
CA-07,R,2014,H8CA03105,C00444836,2014-04-01T00:00:00,2014-05-14T00:00:00,120853.82,324160.21,214334.14,PRE-PRIMARY,14941839812
CA-07,R,2014,H8CA03105,C00444836,2014-04-01T00:00:00,2014-05-14T00:00:00,120853.82,324160.21,214334.14,PRE-PRIMARY,14961208881
CA-07,R,2014,H8CA03105,C00444836,2014-01-01T00:00:00,2014-03-31T00:00:00,481476.46,341002.36,417640.53,APRIL QUARTERLY,14941839425
