district_id,party,cycle,amount
AZ-01,D,2012,2746818.0700000003
AZ-02,D,2012,1171340.79
AZ-08,D,2012,8.56
AZ-09,D,2012,2913511.97
CA-07,D,2012,5343662.85
CA-09,D,2012,656644.33
CA-10,D,2012,3704110.2199999997
CA-13,D,2012,85052.64
CA-15,D,2012,47201.11
CA-16,D,2012,6078.04
CA-23,D,2012,12853.77
CA-24,D,2012,503743.75
CA-25,D,2012,28108.0
CA-26,D,2012,1630232.33
CA-30,D,2012,14177.009999999998
CA-35,D,2012,5351485.1899999995
CA-36,D,2012,1892999.71
CA-39,D,2012,1066311.88
CA-41,D,2012,64018.25
CA-43,D,2012,175000.0
CA-52,D,2012,4031516.2199999997
CA-53,D,2012,4245.0599999999995
CO-01,D,2012,75.65
CO-02,D,2012,75.65
CO-03,D,2012,784782.02
CO-04,D,2012,75.65
CO-06,D,2012,4577713.85
CO-07,D,2012,2231658.34
CT-05,D,2012,3120696.93
CT-07,D,2012,5000.0
FL-02,D,2012,1580599.39
FL-08,D,2012,1613.22
FL-10,D,2012,6476541.51
FL-13,D,2012,45565.340000000004
FL-16,D,2012,67793.61
FL-18,D,2012,4695177.71
FL-22,D,2012,44815.1
FL-25,D,2012,1613.2200000000003
FL-26,D,2012,448094.87
FL-27,D,2012,22183.0
GA-12,D,2012,2447652.48
IA-01,D,2012,233555.02000000002
IA-03,D,2012,259192.49
IA-04,D,2012,3168200.95
IA-05,D,2012,25.35
IL-08,D,2012,692905.35
IL-10,D,2012,2442112.5300000003
IL-11,D,2012,3453856.91
IL-12,D,2012,3417385.4400000004
IL-13,D,2012,3057710.5900000003
IL-17,D,2012,4681209.21
IN-02,D,2012,512392.1
IN-08,D,2012,516482.1
KY-06,D,2012,537774.72
LA-03,D,2012,104106.15
MA-06,D,2012,2361928.41
MD-06,D,2012,96047.25
MI-01,D,2012,2045429.25
MN-01,D,2012,85.99
MN-02,D,2012,151182.92
MN-03,D,2012,66.8
MN-04,D,2012,61.7
MN-05,D,2012,41.349999999999994
MN-06,D,2012,60647.03
MN-08,D,2012,5687803.26
MO-04,D,2012,61196.4
NC-07,D,2012,2089949.79
NC-13,D,2012,3191.84
NE-02,D,2012,305042.66000000003
NH-01,D,2012,2488225.51
NH-02,D,2012,3867979.7800000003
NJ-03,D,2012,8476.789999999999
NM-01,D,2012,13.690000000000001
NV-01,D,2012,111.03
NV-03,D,2012,2998104.83
NV-04,D,2012,2379059.64
NY-01,D,2012,2336330.94
NY-17,D,2012,4328.51
NY-18,D,2012,2349384.22
NY-19,D,2012,2694207.6
NY-21,D,2012,1143875.07
NY-24,D,2012,1896278.28
NY-25,D,2012,471959.03
NY-26,D,2012,422.5
NY-27,D,2012,1910943.2
OH-06,D,2012,3253745.74
OH-09,D,2012,63838.5
OH-13,D,2012,10800.05
OH-16,D,2012,6553107.17
PA-06,D,2012,29511.6
PA-08,D,2012,258862.79
PA-12,D,2012,5000857.53
PA-18,D,2012,152.97
RI-01,D,2012,498897.17
TN-04,D,2012,467394.98
TX-14,D,2012,238439.35
TX-23,D,2012,2675042.84
UT-02,D,2012,147600.1
UT-04,D,2012,3008689.09
VA-02,D,2012,887290.98
VT-00,D,2012,13.63
WA-01,D,2012,1719323.6099999999
WI-01,D,2012,9420.76
WI-03,D,2012,1474.3600000000001
WI-07,D,2012,2563416.89
WI-08,D,2012,132411.30000000002
WV-03,D,2012,497075.12
AL-02,R,2012,50.92
AR-04,R,2012,14.19
AZ-01,R,2012,2715026.28
AZ-02,R,2012,1145578.64
AZ-03,R,2012,1.54
AZ-04,R,2012,1.54
AZ-05,R,2012,526.54
AZ-06,R,2012,1.54
AZ-08,R,2012,1.54
AZ-09,R,2012,1708143.9100000001
CA-01,R,2012,14.19
CA-03,R,2012,17209.0
CA-07,R,2012,2445908.61
CA-08,R,2012,19785.44
CA-09,R,2012,2665889.37
CA-10,R,2012,1205119.24
CA-16,R,2012,210943.19
CA-21,R,2012,633346.15
CA-24,R,2012,808441.8
CA-26,R,2012,674992.0700000001
CA-31,R,2012,32852.06
CA-35,R,2012,426439.8
CA-36,R,2012,1517192.77
CA-52,R,2012,4374093.36
CO-02,R,2012,14.19
CO-03,R,2012,1597486.34
CO-06,R,2012,2375992.92
CO-07,R,2012,644710.72
CT-04,R,2012,39505.59
CT-05,R,2012,3478168.69
FL-00,R,2012,238.64
FL-01,R,2012,1.34
FL-02,R,2012,1643911.22
FL-03,R,2012,9965.210000000001
FL-04,R,2012,1.34
FL-06,R,2012,17947.9
FL-07,R,2012,1.34
FL-08,R,2012,1.34
FL-09,R,2012,6961.43
FL-10,R,2012,16853.9
FL-11,R,2012,1.34
FL-12,R,2012,1.34
FL-15,R,2012,1.34
FL-16,R,2012,5798.25
FL-17,R,2012,1.34
FL-18,R,2012,2897012.24
FL-19,R,2012,526.34
FL-22,R,2012,1024526.06
FL-23,R,2012,1591.02
FL-25,R,2012,1614.5600000000002
FL-26,R,2012,8762.85
FL-27,R,2012,108714.39
GA-06,R,2012,20000.0
GA-09,R,2012,364.19
GA-12,R,2012,3194458.49
HI-01,R,2012,33290.65
IA-01,R,2012,447359.34
IA-02,R,2012,795771.73
IA-03,R,2012,1566743.44
IA-04,R,2012,1470655.6099999999
IA-14,R,2012,22592.89
IL-00,R,2012,2808.0
IL-06,R,2012,4669.0
IL-08,R,2012,4019993.24
IL-10,R,2012,4081644.64
IL-11,R,2012,4048437.88
IL-12,R,2012,3777781.99
IL-13,R,2012,1836592.03
IL-14,R,2012,6109.0
IL-15,R,2012,5389.0
IL-16,R,2012,8804.0
IL-17,R,2012,3927283.02
IL-18,R,2012,11826.0
IN-02,R,2012,626082.37
IN-03,R,2012,2202.58
IN-04,R,2012,1.92
IN-05,R,2012,2070.5699999999997
IN-06,R,2012,2158.8
IN-08,R,2012,147507.68
IN-09,R,2012,1.92
KY-02,R,2012,32000.0
KY-04,R,2012,539.19
KY-06,R,2012,1683807.07
LA-03,R,2012,392653.51
LA-07,R,2012,48833.0
MA-04,R,2012,10000.0
MA-06,R,2012,3296749.98
MD-01,R,2012,14.19
MD-02,R,2012,14.19
MD-06,R,2012,9097.41
ME-02,R,2012,11308.19
MI-01,R,2012,2342185.2199999997
MI-02,R,2012,546.02
MI-03,R,2012,129370.0
MI-04,R,2012,15006.02
MI-06,R,2012,6.02
MI-07,R,2012,546.02
MI-08,R,2012,6.02
MI-10,R,2012,56.94
MI-11,R,2012,50486.47
MN-01,R,2012,14.19
MN-02,R,2012,14.19
MN-03,R,2012,14.19
MN-06,R,2012,148235.88
MN-08,R,2012,2303724.98
MO-02,R,2012,4208.43
MO-03,R,2012,4.0
MO-04,R,2012,3445.8
MO-05,R,2012,1940.5700000000002
MO-06,R,2012,4.0
MO-07,R,2012,4.0
MO-08,R,2012,4.0
MT-00,R,2012,15269.6
NC-02,R,2012,50.92
NC-05,R,2012,50.92
NC-07,R,2012,3350243.16
NC-08,R,2012,1922152.9300000002
NC-09,R,2012,11421.95
NC-11,R,2012,6039.8099999999995
NC-13,R,2012,1364.83
ND-00,R,2012,75924.12
NE-01,R,2012,1.65
NE-02,R,2012,829.42
NE-03,R,2012,1.65
NH-01,R,2012,442624.37
NH-02,R,2012,1798271.72
NJ-03,R,2012,77319.9
NJ-04,R,2012,810.75
NJ-05,R,2012,1071.63
NJ-09,R,2012,938789.0
NM-01,R,2012,151.73
NM-02,R,2012,151.73
NM-03,R,2012,217.86999999999998
NV-00,R,2012,14.34
NV-01,R,2012,3674.8
NV-02,R,2012,4013.13
NV-03,R,2012,1622436.9
NV-04,R,2012,1575254.3800000001
NY-01,R,2012,2811684.27
NY-11,R,2012,36216.39
NY-13,R,2012,105935.06999999999
NY-18,R,2012,2502737.06
NY-19,R,2012,2021409.36
NY-20,R,2012,1500.0
NY-21,R,2012,1923397.66
NY-22,R,2012,123680.96
NY-23,R,2012,2528.02
NY-24,R,2012,2275011.16
NY-25,R,2012,1386489.6099999999
NY-27,R,2012,881313.9299999999
OH-01,R,2012,4.98
OH-04,R,2012,4.98
OH-05,R,2012,4.98
OH-06,R,2012,4063560.56
OH-07,R,2012,35648.880000000005
OH-08,R,2012,4.98
OH-10,R,2012,36369.0
OH-12,R,2012,4.98
OH-14,R,2012,525.0
OH-15,R,2012,4.98
OH-16,R,2012,1822443.05
OK-01,R,2012,14.19
OK-02,R,2012,539.19
OR-04,R,2012,658620.75
PA-00,R,2012,46.0
PA-03,R,2012,3.34
PA-04,R,2012,528.34
PA-05,R,2012,3.34
PA-06,R,2012,50760.96
PA-07,R,2012,62477.5
PA-08,R,2012,55557.50000000001
PA-09,R,2012,3.34
PA-10,R,2012,3.34
PA-11,R,2012,3.34
PA-12,R,2012,6469899.609999999
PA-13,R,2012,3.34
PA-16,R,2012,3.34
PA-18,R,2012,38968.59
RI-01,R,2012,301048.86
SC-07,R,2012,525.0
SD-00,R,2012,21650.92
TN-06,R,2012,50.92
TN-07,R,2012,50.92
TN-09,R,2012,179709.0
TX-01,R,2012,1.23
TX-02,R,2012,1.23
TX-03,R,2012,1.23
TX-04,R,2012,1.23
TX-05,R,2012,1.23
TX-06,R,2012,1.23
TX-07,R,2012,1.23
TX-08,R,2012,1.23
TX-10,R,2012,1.23
TX-11,R,2012,1.23
TX-12,R,2012,1.23
TX-13,R,2012,1.23
TX-14,R,2012,152214.01
TX-17,R,2012,1.23
TX-19,R,2012,1.23
TX-20,R,2012,1.23
TX-21,R,2012,1.23
TX-22,R,2012,1.23
TX-23,R,2012,1731760.1199999999
TX-24,R,2012,1.23
TX-25,R,2012,525.0
TX-26,R,2012,1.23
TX-27,R,2012,7754.5599999999995
TX-31,R,2012,85.26
TX-32,R,2012,991.13
UT-02,R,2012,14.19
UT-03,R,2012,3000.0
UT-04,R,2012,1040845.04
VA-01,R,2012,2.5
VA-02,R,2012,5840.88
VA-04,R,2012,2.5
VA-05,R,2012,587.87
VA-06,R,2012,2.5
VA-07,R,2012,2106.75
VA-09,R,2012,2.5
VA-10,R,2012,2.5
WA-01,R,2012,30309.56
WA-03,R,2012,50.92
WA-05,R,2012,50.92
WA-08,R,2012,1315.49
WA-10,R,2012,3063.21
WI-00,R,2012,25000.0
WI-01,R,2012,4.89
WI-05,R,2012,4.89
WI-06,R,2012,4.89
WI-07,R,2012,1587222.07
WI-08,R,2012,609658.2
WV-01,R,2012,33164.56
WV-03,R,2012,967549.28
WV-08,R,2012,4631.0
WY-00,R,2012,50.92
