district_id,party,cycle,amount
AK-00,D,2018,3386.9
AR-02,D,2018,875404.78
AZ-01,D,2018,2928161.13
AZ-02,D,2018,2375097.85
AZ-03,D,2018,20290.06
AZ-04,D,2018,3135.5
AZ-06,D,2018,34257.94
AZ-08,D,2018,159232.69
AZ-09,D,2018,11425.17
CA-01,D,2018,82419.0
CA-04,D,2018,341556.39
CA-07,D,2018,63000.0
CA-08,D,2018,7500.0
CA-10,D,2018,6572945.76
CA-16,D,2018,110097.36
CA-17,D,2018,1222.3600000000001
CA-18,D,2018,1833.54
CA-20,D,2018,1222.36
CA-21,D,2018,439562.99
CA-22,D,2018,653447.24
CA-24,D,2018,47198.31
CA-25,D,2018,11196045.479999999
CA-26,D,2018,23666.67
CA-31,D,2018,17995.9
CA-36,D,2018,23666.66
CA-38,D,2018,23666.67
CA-39,D,2018,3540730.52
CA-45,D,2018,7659747.02
CA-46,D,2018,75000.0
CA-48,D,2018,11080384.33
CA-49,D,2018,3925321.2
CA-50,D,2018,492720.4
CO-02,D,2018,6952.58
CO-03,D,2018,16072.11
CO-04,D,2018,37033.51
CO-05,D,2018,20304.579999999998
CO-06,D,2018,11097539.459999999
CT-03,D,2018,1320.9599999999998
CT-05,D,2018,23669.42
FL-03,D,2018,10661.97
FL-06,D,2018,2174833.2199999997
FL-07,D,2018,1131279.52
FL-09,D,2018,92448.64
FL-10,D,2018,10000.0
FL-11,D,2018,1937.5
FL-12,D,2018,25829.46
FL-13,D,2018,460.56
FL-15,D,2018,1290412.26
FL-16,D,2018,1228056.5799999998
FL-18,D,2018,1688275.28
FL-20,D,2018,536.07
FL-22,D,2018,536.07
FL-25,D,2018,357384.39999999997
FL-26,D,2018,11375938.26
FL-27,D,2018,2256959.01
GA-06,D,2018,3759247.52
GA-07,D,2018,1154003.48
IA-01,D,2018,2479189.25
IA-02,D,2018,2863.4
IA-03,D,2018,5175736.7
IA-04,D,2018,622342.77
IL-06,D,2018,6676832.29
IL-12,D,2018,2891121.37
IL-13,D,2018,3214562.87
IL-14,D,2018,5032091.29
IN-02,D,2018,61017.76
IN-09,D,2018,250937.71
KS-01,D,2018,238722.44
KS-02,D,2018,5515309.73
KS-03,D,2018,3978260.55
KS-04,D,2018,17796.690000000002
KS-15,D,2018,132.96
KY-01,D,2018,1047.52
KY-06,D,2018,3444506.84
MA-01,D,2018,5580.0
MD-01,D,2018,49826.81
ME-01,D,2018,61000.0
ME-02,D,2018,8601291.1
MI-01,D,2018,108600.0
MI-06,D,2018,2144896.79
MI-07,D,2018,88258.06
MI-08,D,2018,10230508.64
