district_id,party,cycle,amount
AK-00,D,2020,2419815.73
AR-02,D,2020,3808535.01
AR-04,D,2020,7697.56
AZ-01,D,2020,3741089.51
AZ-02,D,2020,32.41
AZ-06,D,2020,7248880.55
CA-01,D,2020,20003.0
CA-04,D,2020,223500.0
CA-08,D,2020,1669.12
CA-10,D,2020,10287.02
CA-12,D,2020,500.0
CA-20,D,2020,4614.24
CA-21,D,2020,10583472.05
CA-22,D,2020,68516.0
CA-23,D,2020,23752.97
CA-24,D,2020,59277.8
CA-25,D,2020,14033534.32
CA-26,D,2020,38000.0
CA-27,D,2020,500.0
CA-34,D,2020,34445.5
CA-35,D,2020,3550.0
CA-39,D,2020,4664957.56
CA-42,D,2020,1000.0
CA-43,D,2020,31280.97
CA-45,D,2020,1277317.26
CA-48,D,2020,14493217.41
CA-50,D,2020,50000.0
CA-52,D,2020,67000.0
CA-53,D,2020,96372.85
CO-01,D,2020,552.0
CO-02,D,2020,5509.9
CO-03,D,2020,5191343.5
CO-06,D,2020,24447.75
CT-03,D,2020,273800.0
CT-05,D,2020,4232.14
DE-00,D,2020,7692.3
FL-01,D,2020,20113.71
FL-03,D,2020,12942.58
FL-04,D,2020,21500.0
FL-07,D,2020,150000.0
FL-08,D,2020,4745.76
FL-09,D,2020,7806.74
FL-10,D,2020,54644.23
FL-13,D,2020,231749.87
FL-14,D,2020,20950.69
FL-15,D,2020,366971.41
FL-16,D,2020,48591.13
FL-18,D,2020,679865.65
FL-20,D,2020,6743.51
FL-21,D,2020,50205.49
FL-22,D,2020,2313.8900000000003
FL-23,D,2020,10245.630000000001
FL-24,D,2020,32367.59
FL-26,D,2020,13113777.69
FL-27,D,2020,177787.02
GA-02,D,2020,9024.91
GA-05,D,2020,13927.95
GA-06,D,2020,6696875.51
GA-07,D,2020,11115715.3
HI-02,D,2020,5959.4800000000005
IA-01,D,2020,5863031.85
IA-02,D,2020,10393866.57
IA-03,D,2020,3504674.79
IL-13,D,2020,8496755.9
IL-14,D,2020,1127684.1500000001
IL-17,D,2020,1610308.82
IN-01,D,2020,531.1
IN-05,D,2020,8374259.56
KS-02,D,2020,10162.38
KS-03,D,2020,545541.78
KY-06,D,2020,254117.76
MA-05,D,2020,500.0
MA-06,D,2020,31098.58
MA-07,D,2020,30192.3
MD-01,D,2020,9000.0
MD-02,D,2020,27000.0
MD-03,D,2020,27000.0
MD-04,D,2020,16800.0
MD-05,D,2020,10800.0
MD-06,D,2020,6000.0
MD-07,D,2020,21000.0
ME-02,D,2020,1987852.75
MI-01,D,2020,699.34
MI-03,D,2020,4756431.61
MI-05,D,2020,500.0
MI-06,D,2020,633050.03
MI-07,D,2020,856.38
MI-08,D,2020,1286799.05
MI-09,D,2020,63722.75
MI-11,D,2020,2919245.71
MI-12,D,2020,500.0
MI-13,D,2020,23090.07
MI-14,D,2020,6567.65
MN-00,D,2020,2154.23
MN-01,D,2020,8480398.7
MN-02,D,2020,787951.65
MN-03,D,2020,75625.31999999999
MN-04,D,2020,500.0
MN-05,D,2020,5492.38
MN-07,D,2020,6364564.890000001
MO-01,D,2020,11692.3
MO-02,D,2020,7326605.06
MO-05,D,2020,3550.0
MT-00,D,2020,6058014.6899999995
NB-01,D,2020,1107.58
NC-08,D,2020,2918725.36
NC-09,D,2020,101372.28
NC-11,D,2020,177262.66
NC-12,D,2020,5967.75
NE-02,D,2020,4771585.81
NH-01,D,2020,46283.22
NJ-02,D,2020,7955033.55
NJ-03,D,2020,4496434.45
NJ-04,D,2020,45957.22
NJ-05,D,2020,501398.56
NJ-07,D,2020,5233919.99
NJ-11,D,2020,151137.56
NM-02,D,2020,13470146.42
NV-01,D,2020,261.45
NV-02,D,2020,52391.18
NV-03,D,2020,4729039.56
NV-04,D,2020,1546992.06
NY-01,D,2020,5983838.34
NY-02,D,2020,10120094.82
NY-11,D,2020,14071190.03
NY-16,D,2020,19146.04
NY-19,D,2020,4123.23
NY-21,D,2020,5000.0
NY-22,D,2020,10671120.72
NY-24,D,2020,7135043.62
NY-27,D,2020,6296.13
OH-01,D,2020,7959613.63
OH-04,D,2020,14209.8
OH-10,D,2020,26858.32
OH-12,D,2020,4207.35
OH-13,D,2020,75110.86
OH-14,D,2020,6371.18
OK-05,D,2020,8968785.86
OR-04,D,2020,3137370.64
PA-01,D,2020,4136878.41
PA-02,D,2020,11371.67
PA-03,D,2020,11004.1
PA-04,D,2020,11349.05
PA-05,D,2020,12673.22
PA-06,D,2020,55629.1
PA-07,D,2020,23383.1
PA-08,D,2020,2134476.66
PA-09,D,2020,11004.1
PA-10,D,2020,7744799.69
PA-11,D,2020,11004.1
PA-12,D,2020,11004.1
