district_id,party,cycle,amount
PA-13,D,2020,11004.1
PA-14,D,2020,11004.1
PA-15,D,2020,11004.1
PA-16,D,2020,11757.5
PA-17,D,2020,804538.4299999999
PA-18,D,2020,17356.45
SC-01,D,2020,8043712.75
SC-02,D,2020,10864.18
SC-05,D,2020,36028.41
SC-07,D,2020,11097.05
TX-02,D,2020,358807.29
TX-03,D,2020,5000.0
TX-07,D,2020,1436764.03
TX-10,D,2020,299102.3
TX-14,D,2020,500.0
TX-16,D,2020,718.65
TX-18,D,2020,10579.79
TX-20,D,2020,2394.4399999999996
TX-21,D,2020,5667603.11
TX-22,D,2020,12534710.11
TX-23,D,2020,10487360.86
TX-24,D,2020,13013173.09
TX-29,D,2020,2387.1099999999997
TX-31,D,2020,27993.2
TX-32,D,2020,154996.25
TX-35,D,2020,19872.87
UT-04,D,2020,9650889.36
VA-01,D,2020,116910.61
VA-02,D,2020,3039130.6
VA-05,D,2020,6566721.22
VA-07,D,2020,8388607.08
VA-10,D,2020,8810.51
WA-01,D,2020,942.86
WA-02,D,2020,932.9000000000001
WA-03,D,2020,1548216.78
WA-05,D,2020,37192.52
WA-06,D,2020,932.9000000000001
WA-07,D,2020,932.9000000000001
WA-08,D,2020,164241.86
WA-09,D,2020,932.9000000000001
WA-10,D,2020,635389.74
WI-00,D,2020,4622.84
WI-02,D,2020,7271.27
WI-03,D,2020,825265.24
WI-07,D,2020,9743.2
WI-08,D,2020,150.0
AK-00,R,2020,32012.83
AR-02,R,2020,313009.58
AZ-01,R,2020,1622839.66
AZ-02,R,2020,1281.54
AZ-04,R,2020,18917.1
AZ-06,R,2020,2682275.48
CA-04,R,2020,211191.73
CA-10,R,2020,692.62
CA-12,R,2020,80000.0
CA-21,R,2020,7085249.21
CA-25,R,2020,5959758.04
CA-39,R,2020,12218.75
CA-43,R,2020,173906.38999999998
CA-45,R,2020,137070.27
CA-48,R,2020,102975.29999999999
CO-02,R,2020,9000.0
CO-03,R,2020,3959827.87
CO-06,R,2020,1832.93
CT-05,R,2020,55186.72
FL-03,R,2020,23733.0
FL-04,R,2020,71500.0
FL-06,R,2020,40774.53
FL-07,R,2020,177909.11
FL-10,R,2020,345250.0
FL-12,R,2020,47000.0
FL-13,R,2020,419896.11
FL-15,R,2020,755822.22
FL-16,R,2020,4031.87
FL-18,R,2020,79319.0
FL-21,R,2020,806197.6
FL-26,R,2020,6287510.33
FL-27,R,2020,326516.85
FM-03,R,2020,13000.0
FM-10,R,2020,12500.0
GA-06,R,2020,1872369.63
GA-07,R,2020,3186172.96
GA-08,R,2020,5000.0
GA-09,R,2020,100.0
IA-01,R,2020,2036918.99
IA-02,R,2020,4268067.23
IA-03,R,2020,695628.48
IA-04,R,2020,3717.24
ID-02,R,2020,87678.76999999999
IL-05,R,2020,29510.88
IL-06,R,2020,408971.7
IL-12,R,2020,27936.94
IL-13,R,2020,2956970.52
IL-14,R,2020,234639.39
IL-16,R,2020,89554.0
IL-17,R,2020,121756.0
IL-18,R,2020,6931.78
IN-03,R,2020,23500.0
IN-04,R,2020,16056.14
IN-05,R,2020,5110747.95
KS-01,R,2020,1651.03
KS-02,R,2020,422620.75
KS-03,R,2020,170772.66
KS-04,R,2020,1651.03
KY-04,R,2020,94.0
LA-05,R,2020,89500.0
LA-06,R,2020,89051.0
MD-07,R,2020,66000.0
ME-02,R,2020,79393.0
MI-01,R,2020,44226.0
MI-03,R,2020,2212066.91
MI-06,R,2020,423595.64
MI-10,R,2020,106612.99
MI-11,R,2020,240087.86
MN-01,R,2020,1269965.29
MN-02,R,2020,93791.82
MN-03,R,2020,28340.0
MN-05,R,2020,31.2
MN-07,R,2020,3826453.27
MO-02,R,2020,3885548.01
MT-00,R,2020,3912255.67
NC-01,R,2020,1216.2
NC-03,R,2020,2911.46
NC-07,R,2020,1327.48
NC-08,R,2020,222008.9
NC-09,R,2020,456037.67
NC-11,R,2020,933281.99
NC-13,R,2020,115344.51
NE-02,R,2020,4207725.28
NH-01,R,2020,339282.24
NH-02,R,2020,5532.96
NJ-02,R,2020,4242526.2
NJ-03,R,2020,528188.5
NJ-04,R,2020,37000.0
NJ-07,R,2020,1984939.09
NJ-11,R,2020,37816.909999999996
NM-02,R,2020,8393781.79
NV-03,R,2020,387793.72000000003
NV-04,R,2020,289637.52
NY-01,R,2020,895547.86
NY-02,R,2020,1320023.5
NY-03,R,2020,42919.7
NY-08,R,2020,6870.0
NY-11,R,2020,1707983.28
NY-21,R,2020,86428.6
NY-22,R,2020,4516105.08
NY-23,R,2020,148023.08000000002
NY-24,R,2020,5045372.27
OH-01,R,2020,2370593.88
OH-04,R,2020,90.0
OH-13,R,2020,470778.54
OH-14,R,2020,171350.0
OK-05,R,2020,3362805.74
OR-04,R,2020,85000.0
PA-01,R,2020,3122178.2
PA-04,R,2020,83266.68
PA-07,R,2020,754067.75
PA-08,R,2020,327557.03
PA-10,R,2020,4792823.45
PA-14,R,2020,4031.87
PA-17,R,2020,120497.06
SC-01,R,2020,4416446.33
TX-01,R,2020,3049.21
TX-02,R,2020,177650.84
TX-03,R,2020,568816.06
TX-06,R,2020,252532.58000000002
TX-07,R,2020,1275743.19
TX-10,R,2020,82397.87999999999
TX-14,R,2020,2776.46
TX-15,R,2020,10000.0
TX-16,R,2020,7490.0
TX-18,R,2020,9157.68
TX-21,R,2020,9033980.93
TX-22,R,2020,546441.18
TX-23,R,2020,6633684.89
TX-24,R,2020,4570424.350000001
TX-25,R,2020,259020.0
TX-26,R,2020,14803.65
TX-27,R,2020,2573.96
TX-30,R,2020,2500.0
TX-31,R,2020,84275.57
TX-32,R,2020,1139977.28
UT-04,R,2020,2809813.13
VA-00,R,2020,460.0
VA-02,R,2020,69510.76
VA-04,R,2020,12462.27
VA-05,R,2020,1593230.23
VA-07,R,2020,8457658.47
WA-03,R,2020,2102652.68
WA-05,R,2020,121625.0
WA-08,R,2020,101000.0
WA-10,R,2020,212957.82
WI-03,R,2020,99250.0
WI-07,R,2020,252552.18
WI-08,R,2020,188577.06
WV-02,R,2020,2811.52
