district_id,party,cycle,fec_candidate_id,committee_id,coverage_start_date,coverage_end_date,receipts_period,disbursements_period,cash_on_hand_end_period,report_type_full,beginning_image_number
PA-01,D,2018,H8PA08174,C00667097,2018-11-27T00:00:00,2018-12-31T00:00:00,489.34,77007.72,636656.46,YEAR-END,201904159146136441
PA-01,D,2018,H8PA08174,C00667097,2018-11-27T00:00:00,2018-12-31T00:00:00,489.34,77007.72,636656.46,YEAR-END,201907029150446192
PA-01,D,2018,H8PA08174,C00667097,2018-11-27T00:00:00,2018-12-31T00:00:00,489.34,77007.72,636654.18,YEAR-END,201901319145232600
PA-01,D,2018,H8PA08174,C00667097,2018-10-18T00:00:00,2018-11-26T00:00:00,248365.24,1700248.6,713172.56,POST-GENERAL,201812069134927501
PA-01,D,2018,H8PA08174,C00667097,2018-10-18T00:00:00,2018-11-26T00:00:00,248371.21,1700254.57,713174.84,POST-GENERAL,201904159146135586
PA-01,D,2018,H8PA08174,C00667097,2018-10-18T00:00:00,2018-11-26T00:00:00,248371.21,1700254.57,713172.56,POST-GENERAL,201901319144482083
PA-01,D,2018,H8PA08174,C00667097,2018-10-01T00:00:00,2018-10-17T00:00:00,4116515.57,3368832.59,2165058.2,PRE-GENERAL,201904159146135098
PA-01,D,2018,H8PA08174,C00667097,2018-10-01T00:00:00,2018-10-17T00:00:00,4116515.57,3368832.59,2165055.92,PRE-GENERAL,201901319144476248
PA-01,D,2018,H8PA08174,C00667097,2018-10-01T00:00:00,2018-10-17T00:00:00,4115067.07,3367384.09,2165055.92,PRE-GENERAL,201810259133435387
PA-01,D,2018,H8PA08174,C00667097,2018-07-01T00:00:00,2018-09-30T00:00:00,4434632.91,4718901.56,1417372.94,OCTOBER QUARTERLY,201810259133429397
PA-01,D,2018,H8PA08174,C00667097,2018-07-01T00:00:00,2018-09-30T00:00:00,4433227.23,4717495.88,1417372.94,OCTOBER QUARTERLY,201810159125405875
PA-01,D,2018,H8PA08174,C00667097,2018-07-01T00:00:00,2018-09-30T00:00:00,4434802.19,4719068.56,1417375.22,OCTOBER QUARTERLY,201901319144459099
PA-01,D,2018,H8PA08174,C00667097,2018-04-26T00:00:00,2018-06-30T00:00:00,2637938.61,1258626.34,1701641.59,JULY QUARTERLY,201810099124443221
PA-01,D,2018,H8PA08174,C00667097,2018-04-26T00:00:00,2018-06-30T00:00:00,2637938.61,1258626.64,1701641.29,JULY QUARTERLY,201807159115690055
PA-01,D,2018,H8PA08174,C00667097,2018-04-26T00:00:00,2018-06-30T00:00:00,2637938.61,1258626.34,1701641.59,JULY QUARTERLY,201810159125300938
PA-01,D,2018,H8PA08174,C00667097,2018-04-01T00:00:00,2018-04-25T00:00:00,1647558.08,2017106.06,322329.32,PRE-PRIMARY,201805039111754408
PA-01,D,2018,H8PA08174,C00667097,2018-01-24T00:00:00,2018-03-31T00:00:00,1095521.89,403644.59,691877.3,APRIL QUARTERLY,201804159108200923
LA-01,R,2018,H0LA01087,C00394957,2018-11-27T00:00:00,2018-12-31T00:00:00,370567.94,730279.38,1785499.51,YEAR-END,201901319145232683
LA-01,R,2018,H0LA01087,C00394957,2018-10-18T00:00:00,2018-11-26T00:00:00,3607891.91,3418828.64,2145210.95,POST-GENERAL,201812069134816373
LA-01,R,2018,H0LA01087,C00394957,2018-10-01T00:00:00,2018-10-17T00:00:00,1977309.44,1691925.19,1956147.68,PRE-GENERAL,201810259130918576
LA-01,R,2018,H0LA01087,C00394957,2018-07-01T00:00:00,2018-09-30T00:00:00,3448548.73,3666950.29,1670763.43,OCTOBER QUARTERLY,201810179125602358
LA-01,R,2018,H0LA01087,C00394957,2018-07-01T00:00:00,2018-09-30T00:00:00,3448548.73,3666950.29,1670763.43,OCTOBER QUARTERLY,201811159133680493
LA-01,R,2018,H0LA01087,C00394957,2018-07-01T00:00:00,2018-09-30T00:00:00,3448548.73,3666950.29,1670763.43,OCTOBER QUARTERLY,201810159124976894
LA-01,R,2018,H0LA01087,C00394957,2018-04-01T00:00:00,2018-06-30T00:00:00,1251147.24,937984.2,1889164.99,PRE-PRIMARY,201807089115248637
LA-01,R,2018,H0LA01087,C00394957,2018-01-01T00:00:00,2018-03-31T00:00:00,1047599.5,521280.68,1576001.95,APRIL QUARTERLY,201809249124237994
LA-01,R,2018,H0LA01087,C00394957,2018-01-01T00:00:00,2018-03-31T00:00:00,1047599.5,521280.68,1576001.95,APRIL QUARTERLY,201811159133680179
LA-01,R,2018,H0LA01087,C00394957,2018-01-01T00:00:00,2018-03-31T00:00:00,1047599.5,521280.68,1576001.95,APRIL QUARTERLY,201905079149645553
LA-01,R,2018,H0LA01087,C00394957,2018-01-01T00:00:00,2018-03-31T00:00:00,1047599.5,521280.68,1576001.95,APRIL QUARTERLY,201804159108137456
LA-01,R,2018,H0LA01087,C00394957,2017-10-01T00:00:00,2017-12-31T00:00:00,486144.23,247644.34,1049683.13,YEAR-END,201801319091176108
LA-01,R,2018,H0LA01087,C00394957,2017-07-01T00:00:00,2017-09-30T00:00:00,63525.0,260851.78,811183.24,OCTOBER QUARTERLY,201710159075712431
