district_id,cycle,incumb_status,incumbent_name,challenger_name
AK-00,2018,Challenger,"YOUNG, DONALD E","SHEIN, DIMITRI"
AL-01,2018,Challenger,"BYRNE, BRADLEY ROBERTS","KENNEDY, ROBERT JR."
AL-02,2018,Challenger,"ROBY, MARTHA","ISNER, TABITHA KAY"
AL-03,2018,Challenger,"ROGERS, MICHAEL","HAGAN, MALLORY"
AL-04,2018,Challenger,"ADERHOLT, ROBERT B. REP.","AUMAN, JAMES LEE"
AL-05,2018,Challenger,"BROOKS, MO","JOFFRION, PETER S."
AL-06,2018,Challenger,"PALMER, GARY","KLINE, DANNER"
AL-07,2018,Incumbent,"SEWELL, TERRI A.",
AR-01,2018,Challenger,"CRAWFORD, ERIC ALAN RICK","DESAI, CHINTAN"
AR-02,2018,Challenger,"HILL, JAMES FRENCH","TUCKER, EVERETT CLARKE IV"
AR-03,2018,Challenger,"WOMACK, STEVE","MAHONY, JOSH"
AR-04,2018,Challenger,"WESTERMAN, BRUCE","SHAMEL, HAYDEN CATHERINE"
AS-00,2018,Open,,
AZ-01,2018,Incumbent,"O'HALLERAN, TOM","ROGERS, WENDY"
AZ-02,2018,Open,,"KIRKPATRICK, ANN"
AZ-03,2018,Incumbent,"GRIJALVA, RAUL M","PIERSON, JOE NICOLAS"
AZ-04,2018,Challenger,"GOSAR, PAUL DR.","BRILL, DAVID H"
AZ-05,2018,Challenger,"WARD, JIM","GREENE, JOAN"
AZ-06,2018,Challenger,"FLAKE, JEFF MR.","ROSS, HEATHER MAURA"
AZ-07,2018,Incumbent,"GALLEGO, RUBEN","MCCLUNG, RUTH CRAWFORD"
AZ-08,2018,Open,,"TIPIRNENI, HIRAL"
AZ-09,2018,Incumbent,"SINEMA, KYRSTEN","FERRARA, STEVE MD"
CA-01,2018,Challenger,"LAMALFA, DOUG","DENNEY, AUDREY"
CA-02,2018,Incumbent,"HUFFMAN, JARED","MENSING, DALE KENNETH"
CA-03,2018,Incumbent,"GARAMENDI, JOHN","SCHAUPP, CHARLES EUGENE"
CA-04,2018,Challenger,"MCCLINTOCK, THOMAS","MORSE, JESSICA"
CA-05,2018,Incumbent,"THOMPSON, MIKE MR.",
CA-06,2018,Incumbent,"MATSUI, DORIS",
CA-07,2018,Incumbent,"BERA, AMERISH","GRANT, ANDREW"
CA-08,2018,Challenger,"COOK, PAUL","DOYLE, MARGE"
CA-09,2018,Incumbent,"MCNERNEY, GERALD MARK","LIVENGOOD, MARLA"
CA-10,2018,Challenger,"DENHAM, JEFF","HARDER, JOSH"
CA-11,2018,Incumbent,"DESAULNIER, MARK","GOEHRING, BRAD"
CA-12,2018,Incumbent,"PELOSI, NANCY","REMMER, LISA"
CA-13,2018,Incumbent,"LEE, BARBARA",
CA-14,2018,Incumbent,"SPEIER, JACKIE",
CA-15,2018,Incumbent,"SWALWELL, ERIC MICHAEL","PETERS, RUDY PETERS"
CA-16,2018,Incumbent,"COSTA, JIM","TACHERRA, JOHNNY"
CA-17,2018,Incumbent,"KHANNA, ROHIT","COHEN, RONALD H"
CA-18,2018,Incumbent,"ESHOO, ANNA G","FOX, RICHARD B"
CA-19,2018,Incumbent,"LOFGREN, ZOE","AGUILERA, JUSTIN"
CA-20,2018,Incumbent,"PANETTA, JIMMY","LUCIUS, CASEY"
CA-21,2018,Challenger,"VALADAO, DAVID","COX, TERRANCE JOHN (TJ)"
CA-22,2018,Challenger,"NUNES, DEVIN GERALD","JANZ, ANDREW"
CA-23,2018,Challenger,"MCCARTHY, KEVIN","MATTA, TATIANA"
CA-24,2018,Incumbent,"CARBAJAL, SALUD","FAREED, JUSTIN"
CA-25,2018,Challenger,"KNIGHT, STEVE","HILL, KATHERINE LAUREN"
CA-26,2018,Incumbent,"BROWNLEY, JULIA","SABATO, ANTONIO"
CA-27,2018,Incumbent,"CHU, JUDY","CARDENAS, BEATRICE I"
CA-28,2018,Incumbent,"SCHIFF, ADAM","NALBANDIAN, JOHNNY"
CA-29,2018,Incumbent,"CARDENAS, TONY","BERNAL, BENITO BENNY"
CA-30,2018,Incumbent,"SHERMAN, BRAD","KLEINMAN, PABLO"
CA-31,2018,Incumbent,"AGUILAR, PETE","FLYNN, SEAN"
CA-32,2018,Incumbent,"NAPOLITANO, GRACE","SCOTT, JOSHUA"
CA-33,2018,Incumbent,"LIEU, TED","WRIGHT, KENNETH"
CA-34,2018,Open,,"AHN, ROBERT LEE"
CA-35,2018,Incumbent,"TORRES, NORMA","VALIENTE, CHRISTIAN"
CA-36,2018,Incumbent,"RUIZ, RAUL DR","PELZER, KIMBERLIN BROWN"
CA-37,2018,Incumbent,"BASS, KAREN","BASSILIAN, RON"
CA-38,2018,Incumbent,"SANCHEZ, LINDA",
CA-39,2018,Open,,"CISNEROS, GILBERT"
CA-40,2018,Incumbent,"ROYBAL-ALLARD, LUCILLE",
CA-41,2018,Incumbent,"TAKANO, MARK","SMITH, AJA"
CA-42,2018,Challenger,"CALVERT, KENNETH S","PEACOCK, JULIA"
CA-43,2018,Incumbent,"WATERS, MAXINE","NAVARRO, OMAR"
CA-44,2018,Incumbent,"BARRAGAN, NANETTE","DASH, STACEY"
CA-45,2018,Challenger,"WALTERS, MIMI","PORTER, KATHERINE"
CA-46,2018,Incumbent,"CORREA, JOSE","PETERSON, BOB"
CA-47,2018,Incumbent,"LOWENTHAL, ALAN","BRISCOE, JOHN"
CA-48,2018,Challenger,"ROHRABACHER, DANA","ROUDA, HARLEY E JR"
CA-49,2018,Open,,"KERR, PAUL"
CA-50,2018,Challenger,"HUNTER, DUNCAN D","CAMPA-NAJJAR, AMMAR"
CA-51,2018,Incumbent,"VARGAS, JUAN CARLOS","HIDALGO, JUAN"
CA-52,2018,Incumbent,"PETERS, SCOTT","ALLMAN, MICHAEL"
CA-53,2018,Incumbent,"DAVIS, SUSAN A","MURTAUGH, MORGAN"
CO-01,2018,Incumbent,"DEGETTE, DIANA L.","STOCKHAM, CHARLES (CASPER) WESLEY"
CO-02,2018,Open,,"NEGUSE, JOSEPH"
CO-03,2018,Challenger,"TIPTON, SCOTT R.","MITSCH BUSH, DIANE MS."
CO-04,2018,Challenger,"BUCK, KENNETH R","MCCORMICK, KAREN A DVM"
CO-05,2018,Challenger,"LAMBORN, DOUGLAS","SPAULDING, STEPHANY ROSE"
CO-06,2018,Challenger,"COFFMAN, MIKE REP.","CROW, JASON"
CO-07,2018,Incumbent,"PERLMUTTER, EDWIN G","BARRINGTON, MARK"
CT-01,2018,Incumbent,"LARSON, JOHN B","COREY, MATTHEW M MR"
CT-02,2018,Incumbent,"COURTNEY, JOSEPH D","NOVAK, DARIA IRENE"
CT-03,2018,Incumbent,"DELAURO, ROSA L","LABRIOLA, JERRY JR."
CT-04,2018,Incumbent,"HIMES, JIM","ARORA, HARRY"
CT-05,2018,Incumbent,"ESTY, ELIZABETH","DUPONT, RICHARD"
CT-06,2018,Open,,"GRIFFIN, JAMES LEONARD"
DC-00,2018,Incumbent,"NORTON, ELEANOR HOLMES","RIMENSNYDER, NELSON FREDERICK"
DE-00,2018,Incumbent,"BLUNT ROCHESTER, LISA","MURPHY, LEE H"
FL-01,2018,Challenger,"GAETZ, MATT","EHR, PHILLIP CHARLES"
FL-02,2018,Challenger,"DUNN, NEAL PATRICK MD, FACS","GRAHAM, GWEN"
FL-03,2018,Challenger,"YOHO, THEODORE SCOTT","HINSON, YVONNE HAYES MS"
FL-04,2018,Challenger,"RUTHERFORD, JOHN","SELMONT, GEORGE AUSTIN"
FL-05,2018,Incumbent,"LAWSON, ALFRED JR","FULLER, VIRGINIA"
FL-06,2018,Open,,"SODERBERG, NANCY"
FL-07,2018,Incumbent,"MURPHY, STEPHANIE","MILLER, MIKE"
FL-08,2018,Challenger,"POSEY, BILL","PATEL, SANJAY SOMABHAI"
FL-09,2018,Incumbent,"SOTO, DARREN","LIEBNITZKY, WAYNE"
FL-10,2018,Incumbent,"DEMINGS, VALDEZ VAL","LOWE, THUY"
FL-11,2018,Challenger,"WEBSTER, DANIEL","COTTRELL, DANA"
FL-12,2018,Challenger,"BILIRAKIS, GUS M","HUNTER, CHRISTOPHER J."
FL-13,2018,Incumbent,"CRIST, CHARLIE JOSEPH","SOSTACK, BRADLEY"
FL-14,2018,Incumbent,"CASTOR, KATHY","EVANS, JERMAINE"
FL-15,2018,Open,,"CARLSON, KRISTEN"
FL-16,2018,Challenger,"BUCHANAN, VERNON","SHAPIRO, M. DAVID"
FL-17,2018,Open,,"POLLARD, WILLIAM CYRUS MR. JR."
FL-18,2018,Challenger,"MAST, BRIAN","BAER, LAUREN"
FL-19,2018,Challenger,"ROONEY, FRANCIS","HOLDEN, DAVID"
FL-20,2018,Incumbent,"HASTINGS, ALCEE L",
FL-21,2018,Incumbent,"FRANKEL, LOIS J.","JETTA, KURT"
FL-22,2018,Incumbent,"DEUTCH, THEODORE ELIOT","KIMAZ, NICOLAS T MR."
FL-23,2018,Incumbent,"WASSERMAN SCHULTZ, DEBBIE","KAUFMAN, JOSEPH ""JOE"""
FL-24,2018,Incumbent,"WILSON, FREDERICA S.","SOLA, LOUIS ERNEST"
FL-25,2018,Open,,"BARZEE FLORES, MARY"
FL-26,2018,Challenger,"CURBELO, CARLOS MR.","MUCARSEL-POWELL, DEBBIE"
FL-27,2018,Open,,"SHALALA, DONNA"
GA-01,2018,Challenger,"CARTER, EARL LEROY","RING, LISA M."
GA-02,2018,Incumbent,"BISHOP, SANFORD D","MCPHERSON, BRUCE WILLIAM"
GA-03,2018,Challenger,"FERGUSON, ANDERSON DREW IV","ENDERLIN, CHARLES JOSEPH JR."
GA-04,2018,Incumbent,"JOHNSON, HENRY C. 'HANK","PROFIT, JOSEPH"
GA-05,2018,Incumbent,"LEWIS, JOHN R.","BELL, DOUGLAS ANTHONY"
GA-06,2018,Open,,"OSSOFF, T. JONATHAN"
GA-07,2018,Challenger,"WOODALL, ROB REP.","BOURDEAUX, CAROLYN"
GA-08,2018,Challenger,"SCOTT, JAMES AUSTIN","SWANN, WILLIE F MR."
GA-09,2018,Challenger,"COLLINS, DOUGLAS ALLEN","MCCALL, JOSHUA BRAXTON"
GA-10,2018,Challenger,"HICE, JODY","WINFIELD, RICHARD DIEN"
GA-11,2018,Challenger,"LOUDERMILK, BARRY","BROADY, FLYNN D. JR."
GA-12,2018,Challenger,"ALLEN, RICHARD W","JOHNSON, FRANCYS"
GA-13,2018,Incumbent,"SCOTT, DAVID ALBERT","CALLAHAN, DAVID ALAN"
GA-14,2018,Challenger,"GRAVES, JOHN THOMAS MR. JR.","FOSTER, STEVEN"
GU-00,2018,Incumbent,"BORDALLO, MADELEINE Z. MS.","BROOKS, DORIS FLORES"
HI-01,2018,Open,,"KIM, DONNA MERCADO"
HI-02,2018,Incumbent,"GABBARD, TULSI",
IA-01,2018,Challenger,"BLUM, RODNEY","FINKENAUER, ABBY"
IA-02,2018,Incumbent,"LOEBSACK, DAVID WAYNE","PETERS, CHRISTOPHER"
IA-03,2018,Challenger,"YOUNG, DAVID","AXNE, CINDY"
IA-04,2018,Challenger,"KING, STEVE MR.","SCHOLTEN, JAMES D."
IA-05,2018,Challenger,,"CAMPBELL, MATTHEW"
ID-01,2018,Open,,"MCNEIL, ANA"
ID-02,2018,Challenger,"SIMPSON, MICHAEL","SWISHER, CARLTON AARON"
IL-01,2018,Incumbent,"RUSH, BOBBY LEE",
IL-02,2018,Incumbent,"KELLY, ROBIN",
IL-03,2018,Incumbent,"LIPINSKI, DANIEL WILLIAM WILLIAM",
IL-04,2018,Open,,"GARCIA, JESUS"
IL-05,2018,Incumbent,"QUIGLEY, MIKE","KOLBER, VINCE"
IL-06,2018,Challenger,"ROSKAM, PETER","CASTEN, SEAN"
IL-07,2018,Incumbent,"DAVIS, DANNY K",
IL-08,2018,Incumbent,"KRISHNAMOORTHI, S. RAJA","JHINGAN, VANDANA"
IL-09,2018,Incumbent,"SCHAKOWSKY, JANICE D","ELLESON, JOHN D"
IL-10,2018,Incumbent,"SCHNEIDER, BRADLEY SCOTT","SHAH, SAPAN M.D. J.D."
IL-11,2018,Incumbent,"FOSTER, G. WILLIAM (BILL)","STELLA, DOMINICK J. M.D."
IL-12,2018,Challenger,"BOST, MICHAEL","KELLY, BRENDAN"
IL-13,2018,Challenger,"DAVIS, RODNEY L","LONDRIGAN, BETSY DIRKSEN"
IL-14,2018,Challenger,"HULTGREN, RANDY","UNDERWOOD, LAUREN A"
IL-15,2018,Challenger,"SHIMKUS, JOHN M","GAITHER, KEVIN"
IL-16,2018,Challenger,"KINZINGER, ADAM","DADY, SARA"
IL-17,2018,Incumbent,"BUSTOS, CHERI","KLEINE, MARK A MR."
IL-18,2018,Challenger,"LAHOOD, DARIN MCKAY","RODRIGUEZ, JUNIUS"
IN-01,2018,Incumbent,"VISCLOSKY, PETER J.","IVANOVICH, ROSEANN P."
IN-02,2018,Challenger,"WALORSKI SWIHART, JACKIE","HALL, MEL"
IN-03,2018,Challenger,"BANKS, JAMES E","TRITCH, COURTNEY"
IN-04,2018,Open,,"BECK, TOBI"
IN-05,2018,Challenger,"BROOKS, SUSAN MRS.","THORNTON, DIERDRE"
IN-06,2018,Open,,"LAVE, KENNETH J."
IN-07,2018,Incumbent,"CARSON, ANDRE","VAN PELT, TONY"
IN-08,2018,Challenger,"BUCSHON, LARRY D.","TANOOS, WILLIAM"
IN-09,2018,Challenger,"HOLLINGSWORTH, TREY","WATSON, LIZ"
KS-01,2018,Challenger,"MARSHALL, ROGER W","LAPOLICE, ALAN"
