district_id,party,cycle,amount
AL-02,D,2026,100000.0
AZ-01,D,2026,10722.849999999999
AZ-02,D,2026,112860.0
AZ-06,D,2026,105178.85
CA-11,D,2026,425000.0
CA-13,D,2026,990.54
CA-14,D,2026,24954.05
CA-27,D,2026,598649.31
CA-41,D,2026,120889.75
CA-45,D,2026,321341.55
CA-47,D,2026,589147.85
CA-49,D,2026,60444.87
CO-08,D,2026,228349.75
IA-01,D,2026,475608.18
IA-02,D,2026,346342.98
IA-03,D,2026,84222.56999999999
IL-09,D,2026,5.8
IL-15,D,2026,1770.74
MD-01,D,2026,14397.65
MI-07,D,2026,17959.98
MI-10,D,2026,8589.99
MT-00,D,2026,31416.0
NC-01,D,2026,120000.0
NC-03,D,2026,100137.5
NC-05,D,2026,99981.0
NC-09,D,2026,100427.5
NC-11,D,2026,509877.09
NE-02,D,2026,27234.09
NJ-07,D,2026,289000.0
NY-15,D,2026,5000.0
NY-17,D,2026,60444.88
NY-19,D,2026,60444.87
NY-22,D,2026,71376.88
OR-05,D,2026,60444.88
PA-01,D,2026,18921.5
PA-07,D,2026,92144.22
PA-08,D,2026,357391.62
PA-10,D,2026,78843.86
PA-12,D,2026,10269.92
TN-07,D,2026,19604.62
TX-15,D,2026,30094.420000000002
TX-34,D,2026,224.13
VA-02,D,2026,90667.31
VA-07,D,2026,98182.91
CA-13,R,2026,11998.09
CO-08,R,2026,64000.0
FL-06,R,2026,161790.0
IA-01,R,2026,67840.0
IA-03,R,2026,22998.059999999998
MD-06,R,2026,42387.38
ME-02,R,2026,21836.289999999997
MT-00,R,2026,228012.48
NC-08,R,2026,13362.189999999999
NY-08,R,2026,32100.9
NY-21,R,2026,40000.0
OH-07,R,2026,171673.6
PA-01,R,2026,10609.34
PA-10,R,2026,9300.61
SD-00,R,2026,20750.0
TN-07,R,2026,472841.07
TX-34,R,2026,218064.63
