district_id,fec_candidate_id,candidate_name,party,cycle,candidate_disbursements,incumbent_challenge_full,ttl_receipts,ttl_indiv_contrib,indiv_share
AR-02,H0AR02131,"ELLIOTT, JOYCE ANN",D,2016,0.0,Open seat,0.0,0.0,0.0
AR-02,H6AR02245,"CURRY, DIANNE",D,2016,28822.83,Challenger,37666.34,22935.2,0.6089043958080346
AR-02,H4AR02141,"HILL, JAMES FRENCH",R,2016,1640764.53,Incumbent,2240181.57,1255061.69,0.5602499845581713
AR-02,H4AR02166,"REYNOLDS, CONRAD EARL",R,2016,0.0,Open seat,0.0,0.0,0.0
AR-02,H6AR02252,"OLREE, BROCK",R,2016,18436.4,Challenger,18454.97,448.1,0.024280722211956995
AR-03,H0AR03030,"WHITAKER, DAVID JEFFREY",D,2016,0.0,Open seat,0.0,0.0,0.0
AR-03,H0AR03055,"WOMACK, STEVE",R,2016,568200.63,Incumbent,931782.13,360459.07,0.38684909099941633
AR-03,H2AR03143,"HENDREN, JAMES PAUL",R,2016,0.0,Challenger,7.28,0.0,0.0
AR-04,H2AR04133,"HURST, Q. BYRUM JR",D,2016,0.0,Open seat,0.0,0.0,0.0
AR-04,H2AR04083,"COTTON, THOMAS",R,2016,1151866.0,Challenger,1170418.0,678477.0,0.5796877696686141
AR-04,H4AR04048,"WESTERMAN, BRUCE MR.",R,2016,464458.86,Incumbent,716791.26,337067.99,0.4702456751495547
AS-00,H0AS00018,"FALEOMAVAEGA, ENI",D,2016,102.89,Challenger,0.0,0.0,0.0
AS-00,H4AS00069,"JAMIAS, MAPU S.",D,2016,8243.0,Challenger,11803.0,9200.0,0.7794628484283657
AS-00,H4AS00036,"AMATA, AUMUA",R,2016,75562.51,Incumbent,78278.3,42820.35,0.5470270815794415
,H6AS00031,"HUNKIN-FINAU, VAITINASA SALU",D,2016,38167.44,Open seat,41670.0,20555.0,0.4932805375569954
AZ-01,H2AZ01271,"BALDENEGRO, WENONA RAE BENALLY",D,2016,0.0,Challenger,2669.95,2669.95,1.0
AZ-01,H6AZ01199,"O'HALLERAN, TOM",D,2016,1588705.07,Open seat,1605996.95,1075474.05,0.6696613278126089
AZ-01,H6AZ01223,"MALONEY, JAMES",D,2016,89086.16,Open seat,94477.47,70471.11,0.7459038646991711
AZ-01,H8AZ01104,"KIRKPATRICK, ANN",D,2016,510798.08,Incumbent,423178.9,204959.83,0.4843337652231715
AZ-01,H0AZ01325,"TOBIN, ANDY HON.",R,2016,8352.74,Challenger,187.19,0.0,0.0
AZ-01,H2AZ01172,"RENZI, RICHARD G.",R,2016,0.0,Open seat,0.0,0.0,0.0
AZ-01,H2AZ04127,"BABEU, PAUL RAYMOND",R,2016,1293719.68,Open seat,1294238.74,1080639.69,0.8349616315765668
AZ-01,H2AZ09035,"ROGERS, WENDY",R,2016,547273.31,Open seat,498297.01,482707.13,0.9687136794178235
AZ-01,H4AZ01145,"KIEHNE, GARY",R,2016,1131166.01,Open seat,1125977.68,296654.17,0.263463632778227
AZ-01,H4AZ01152,"KWASMAN, ADAM CHARLES",R,2016,58582.12,Challenger,58316.32,0.0,0.0
AZ-01,H6AZ01173,"BENNETT, KEN",R,2016,463077.0,Open seat,463873.44,376997.1,0.8127154251383739
AZ-01,H6AZ01207,"REDD, SHAWN MR.",R,2016,36953.0,Open seat,38049.0,2725.0,0.07161817656180189
AZ-01,H6AZ01215,"GOWAN , DAVID MATTHEW SR",R,2016,394294.84,Open seat,407463.03,332963.03,0.8171613262680543
AZ-01,H6AZ01249,"BEGAY, CARLYLE WILMER",R,2016,92351.09,Open seat,92351.09,79351.09,0.8592328471705099
AZ-01,H8AZ01146,"KORN, PRESTON",R,2016,0.0,Open seat,0.0,0.0,0.0
AZ-01,H6AZ01231,"MALNES, BRIAN EDWARD",IND,2016,30000.0,Open seat,30000.0,0.0,0.0
AZ-02,H2AZ08094,"BARBER, RONALD",D,2016,508688.74,Challenger,3736.57,0.0,0.0
AZ-02,H6AZ02171,"STEELE, VICTORIA L",D,2016,226509.24,Challenger,246846.83,230119.44,0.9322357512146298
AZ-02,H6AZ02189,"HEINZ, MATTHEW GERALD DR.",D,2016,1585089.25,Challenger,1585093.47,1256630.11,0.7927798163221252
AZ-02,H2AZ08102,"MCSALLY, MARTHA E. MS.",R,2016,8004418.35,Incumbent,7878156.18,5975189.77,0.7584502811925721
AZ-02,H4AZ02135,"KAIS, SHELLEY M",R,2016,75.7,Challenger,37.53,37.53,1.0
AZ-02,H4AZ02143,"WOOTEN, CHARLES A",R,2016,222.85,Challenger,222.85,0.0,0.0
AZ-02,H6AZ03112,"STUMP, BOB",R,2016,0.0,Challenger,0.0,0.0,0.0
AZ-03,H2AZ07070,"GRIJALVA, RAUL M",D,2016,642529.38,Incumbent,664591.65,338021.58,0.5086154482982144
AZ-03,H6AZ03187,"VILLARREAL, JAMES",D,2016,10633.02,Challenger,10633.02,4767.0,0.44832042072713113
AZ-04,H2AZ04143,"WEISSER, MIKEL",D,2016,35258.96,Challenger,36043.62,35293.62,0.9791918791730686
AZ-04,H0AZ01259,"GOSAR, PAUL DR.",R,2016,712872.46,Incumbent,707653.4,415940.54,0.5877743822046216
AZ-04,H0AZ04493,"CONTRERAS, JANET L",R,2016,0.0,Challenger,0.0,0.0,0.0
AZ-04,H2AZ04135,"GOULD, RON",R,2016,0.0,Challenger,0.0,0.0,0.0
AZ-04,H6AZ04177,"STRAUSS, RAYMOND JOHN",R,2016,111269.03,Challenger,111269.03,101923.14,0.9160063676298786
AZ-05,H4AZ05088,"WOODS, JAMES ISSAC",D,2016,245.0,Challenger,0.0,0.0,0.0
AZ-05,H6AZ05133,"FUENTES, TALIA",D,2016,18649.88,Open seat,18657.82,15057.82,0.8070514132948008
AZ-05,H0AZ05078,"WARD, JIM",R,2016,6851.44,Challenger,6580.0,0.0,0.0
AZ-05,H2AZ06148,"ADAMS, KIRK DAVID",R,2016,0.0,Open seat,0.82,0.04,0.04878048780487805
AZ-05,H4AZ01038,"SALMON, MATT",R,2016,461428.04,Incumbent,408619.07,188448.96,0.4611849368655261
AZ-05,H6AZ05083,"BIGGS, ANDY",R,2016,947069.35,Open seat,995666.43,452132.13,0.454100004155006
AZ-05,H6AZ05091,"OLSON, JUSTIN",R,2016,152652.58,Open seat,153355.81,48050.12,0.31332441855316734
AZ-05,H6AZ05109,"MARTYN, BRYAN",R,2016,4965.0,Open seat,4965.0,4965.0,1.0
AZ-05,H6AZ05117,"STAPLEY, DONALD T",R,2016,512692.28,Open seat,512692.28,259692.0,0.506526058867124
AZ-05,H6AZ05125,"JONES, CHRISTINE",R,2016,3771348.77,Open seat,3774123.42,50915.94,0.013490798878008076
AZ-06,H2AZ05132,"WILLIAMSON, WALTER JOHN",D,2016,6623.91,Challenger,6470.77,1828.77,0.28262015185209793
AZ-06,H0AZ01184,"FLAKE, JEFF MR.",R,2016,541821.0,Challenger,1012430.0,580490.0,0.5733630967079205
AZ-06,H4AZ06045,"SCHWEIKERT, DAVID",R,2016,806820.62,Incumbent,797747.29,184977.0,0.2318741816095671
AZ-07,H2AZ02055,"PASTOR, ED L",D,2016,1038830.73,Challenger,0.0,0.0,0.0
AZ-07,H4AZ07043,"GALLEGO, RUBEN",D,2016,734379.24,Incumbent,1093477.4,568901.24,0.5202679451811258
AZ-07,H4AZ07050,"GALLARDO, STEVE M",D,2016,11845.75,Open seat,11875.4,0.0,0.0
AZ-07,H4AZ07068,"WILCOX, MARY ROSE",D,2016,3586.14,Open seat,1500.0,0.0,0.0
AZ-07,H0AZ07017,"MCCLUNG, RUTH CRAWFORD",R,2016,21398.1,Challenger,11.93,0.0,0.0
AZ-07,H6AZ07030,"NUNEZ, EVANGELINE MARTINEZ",R,2016,32120.36,Challenger,33620.36,23911.26,0.7112136812336334
AZ-07,H0AZ04501,"PENALOSA, JOSE LUIS JR",IND,2016,8000.0,Open seat,8000.0,0.0,0.0
AZ-08,H6AZ08178,"ARMSTRONG-STONER, DEREK JAMES",D,2016,16350.98,Challenger,16350.98,2000.98,0.12237676273838022
AZ-08,H4AZ04024,"FRANKS, TRENT",R,2016,360898.55,Incumbent,362299.08,147498.0,0.40711668381824206
AZ-09,H2AZ09019,"SINEMA, KYRSTEN",D,2016,2441662.77,Incumbent,4402181.31,2232184.28,0.5070632313415551
AZ-09,H2AZ09027,"SCHAPIRA, DAVID",D,2016,0.0,Challenger,0.0,0.0,0.0
AZ-09,H0AZ03321,"PARKER, VERNON",R,2016,2886.59,Challenger,0.0,0.0,0.0
AZ-09,H2AZ06155,"GRANTHAM, TRAVIS W.",R,2016,375.0,Open seat,0.0,0.0,0.0
AZ-09,H4AZ09023,"WALTER, ANDREW",R,2016,1500.0,Challenger,0.45,0.0,0.0
AZ-09,H6AZ09010,"GILES, DAVID VICTOR",R,2016,273722.04,Challenger,273769.71,14691.21,0.05366265683665296
AZ-09,H6AZ09036,"AGRA, JOHN",R,2016,116971.51,Challenger,108766.0,108196.0,0.9947593917216777
,H2AZ09092,"STAPLEY, DON",UNK,2016,512692.28,Open seat,512692.28,259692.0,0.506526058867124
CA-01,H4CA01066,"HALL, HEIDI",D,2016,3911.81,Challenger,1065.8,50.0,0.04691311690748733
CA-01,H4CA01074,"LEVINE, DAN",D,2016,793.87,Challenger,783.87,783.87,1.0
CA-01,H6CA01194,"REED, JAMES E",D,2016,134916.57,Challenger,138508.99,75828.68,0.5474639588376177
CA-01,H2CA02142,"LAMALFA, DOUG",R,2016,808869.52,Incumbent,800277.02,399853.75,0.49964417321392035
CA-01,H6CA01178,"WRIGHT, DOUGLAS A.",R,2016,27709.03,Challenger,27709.03,21843.0,0.788298976903919
CA-01,H6CA01186,"MONTES, JOSEPH",R,2016,183682.0,Challenger,183682.0,124678.0,0.6787709193061923
CA-02,H2CA02100,"LAWSON, STACEY",D,2016,110632.19,Open seat,110632.19,0.0,0.0
CA-02,H2CA06259,"HUFFMAN, JARED",D,2016,757560.62,Incumbent,973816.67,559633.89,0.5746809509843367
CA-02,H6CA02234,"SCHRODE, ERIN AZARIA",D,2016,59079.55,Challenger,58283.5,58076.5,0.9964483944855749
CA-02,H4CA02098,"MENSING, DALE KENNETH",R,2016,4228.0,Challenger,4587.0,3898.0,0.8497928929583606
CA-03,H0CA10149,"GARAMENDI, JOHN",D,2016,879539.66,Incumbent,1145846.45,508626.22,0.44388689252386304
CA-03,H4CA03096,"LOGUE, DANIEL",R,2016,23855.6,Challenger,11761.38,500.0,0.04251201814753031
CA-03,H6CA03117,"CLEEK, N EUGENE MD",R,2016,380024.03,Challenger,382004.01,163542.85,0.4281181498592122
CA-03,H6CA03125,"DETERT, RYAN",R,2016,10325.81,Challenger,10325.81,1482.59,0.14358098783533688
CA-04,H6CA04156,"DERLET, ROBERT WAYNE",D,2016,90885.98,Challenger,105527.33,81248.55,0.7699289842735526
CA-04,H4CA04102,"MOORE, ARTHUR S",R,2016,35308.16,Challenger,0.0,0.0,0.0
CA-04,H8CA04152,"MCCLINTOCK, THOMAS",R,2016,1000517.91,Incumbent,1058570.56,922464.55,0.8714247163646796
CA-05,H6CA05344,"PALSSON, NILS",D,2016,10240.59,Challenger,10240.59,10240.59,1.0
CA-05,H8CA01109,"THOMPSON, MIKE MR.",D,2016,2015932.06,Incumbent,2057128.82,762704.33,0.3707615792383872
CA-05,H6CA05336,"SANTAMARIA, CARLOS J",R,2016,2700.0,Challenger,2700.0,2700.0,1.0
CA-06,H6CA05195,"MATSUI, DORIS",D,2016,1003549.57,Incumbent,1103289.27,282549.16,0.2560970795990792
CA-06,H6CA06227,"EVANS, ROBERT S",R,2016,2805.0,Challenger,2905.0,2805.0,0.9655765920826161
CA-07,H0CA03078,"BERA, AMERISH",D,2016,4192531.21,Incumbent,4172935.83,2680204.38,0.6422826732037238
CA-07,H0CA11352,"EMKEN, ELIZABETH",R,2016,5901.45,Challenger,5901.45,0.0,0.0
CA-07,H4CA07055,"BIRMAN, IGOR A",R,2016,35313.54,Challenger,27857.99,4850.0,0.17409726975995038
CA-07,H6CA07126,"JONES, SCOTT",R,2016,1355340.14,Challenger,1362661.26,945823.22,0.6941000289389602
CA-07,H8CA03105,"OSE, DOUG",R,2016,321609.31,Challenger,265476.95,0.0,0.0
CA-07,H8CA05134,"TUMA, DOUGLAS ARTHUR",LIB,2016,54.0,Challenger,0.0,0.0,0.0
CA-08,H2CA00138,"PINKERTON, JOHN RAYMOND III",D,2016,6486.02,Challenger,6954.18,657.98,0.0946164752709881
CA-08,H6CA40234,"CONAWAY, ROBERT DEAN",D,2016,798.0,Challenger,804.0,0.0,0.0
CA-08,H8CA41139,DR RITA RAMIREZ,D,2016,31604.31,Challenger,35743.12,5361.08,0.14998914476408326
CA-08,H2CA08156,"MITZELFELT, BRAD",R,2016,304.0,Challenger,176.0,0.0,0.0
CA-08,H2CA08164,"COOK, PAUL",R,2016,909665.99,Incumbent,944657.62,338410.0,0.3582356113318601
CA-08,H4CA08103,"HANNOSH, PAUL",R,2016,1545.81,Challenger,0.0,0.0,0.0
CA-08,H4CA08111,"CONOVER, RODNEY LEE",R,2016,3387.28,Challenger,73.05,0.0,0.0
CA-08,H6CA08207,"DONNELLY, TIM",R,2016,89883.21,Challenger,89883.21,78470.15,0.873023448984521
CA-08,H8CA08062,"WALSH, DANA",R,2016,0.0,Challenger,0.0,0.0,0.0
CA-09,H4CA11081,"MCNERNEY, JERRY",D,2016,1154434.25,Incumbent,1217897.4,730858.38,0.6000984812021112
CA-09,H0CA11337,"AMADOR, ANTONIO C",R,2016,67038.68,Challenger,65366.84,47971.0,0.7338736276680959
CA-09,H4CA09069,"COLANGELO, STEVE ANTHONY",R,2016,1208.85,Challenger,1210.0,0.0,0.0
CA-09,H6CA09098,"NANCE, KATHRYN D",R,2016,68609.37,Challenger,68709.37,64007.01,0.9315615905079614
CA-10,H2CA00096,"BARKLEY, MICHAEL JAMES",D,2016,45887.12,Challenger,45981.77,82.6,0.0017963640808085464
CA-10,H4CA10075,"EGGMAN, MICHAEL RAY",D,2016,1586983.34,Challenger,1639589.92,1195080.49,0.7288898738777316
CA-10,H0CA19173,"DENHAM, JEFF",R,2016,4183054.63,Incumbent,3345326.67,1075103.32,0.32137468954564014
CA-11,H0CA10073,"DESAULNIER, MARK",D,2016,425816.84,Incumbent,629490.86,323974.34,0.5146609118359559
CA-11,H0CA11303,"GOEHRING, BRAD",R,2016,0.0,Challenger,0.0,0.0,0.0
CA-11,H6CA11169,"PETERSEN, ROGER",R,2016,7789.5,Challenger,8789.5,7789.5,0.8862278855452529
CA-12,H4CA12139,"STEGER, MICHAEL G",D,2016,470.0,Challenger,450.0,450.0,1.0
CA-12,H8CA05035,"PELOSI, NANCY",D,2016,3577235.57,Incumbent,4416893.49,2953425.38,0.668665745888294
CA-12,H0CA08069,"DENNIS, JOHN",R,2016,15462.9,Challenger,2581.4,2579.52,0.9992717130239405
CA-12,H6CA12183,"MILLER, ROBERT",R,2016,10905.38,Challenger,10905.38,5283.0,0.4844397902686564
CA-12,H4CA12089,"HERMANSON, BARRY",GRE,2016,8958.83,Challenger,8958.83,200.0,0.02232434369220088
CA-12,H6CA12175,"PICUS, PRESTON",IND,2016,19544.26,Challenger,28479.57,28479.57,1.0
CA-13,H0CA13093,"JELINCIC, JUSTIN",D,2016,369.3,Challenger,0.0,0.0,0.0
CA-13,H8CA09060,"LEE, BARBARA",D,2016,1374381.11,Incumbent,1328822.47,994434.51,0.748357686937669
CA-13,H6CA13140,"CARO, SUZANNE M",R,2016,4521.0,Challenger,4521.0,3050.0,0.6746295067462951
CA-14,H8CA12171,"SPEIER, JACKIE",D,2016,609007.1,Incumbent,874657.21,507649.83,0.580398611245656
CA-14,H6CA14114,"CARDENAS, ANGEL",R,2016,4140.06,Challenger,4140.06,4105.06,0.9915460162413106
CA-15,H0CA15171,"SIMITIAN, S JOSEPH",D,2016,7843.58,Open seat,3107.31,2302.22,0.7409045122630185
CA-15,H2CA15086,"CORBETT, ELLEN",D,2016,1696.01,Challenger,0.0,0.0,0.0
CA-15,H2CA15094,"SWALWELL, ERIC MICHAEL",D,2016,1370215.24,Incumbent,1986833.43,1152727.12,0.5801830705053116
CA-15,H6CA09023,"STARK, FORTNEY HILLMAN JR",D,2016,59572.78,Challenger,590.77,0.0,0.0
CA-15,H4CA15066,"BUSSELL, HUGH",R,2016,1390.04,Challenger,500.0,0.0,0.0
CA-15,H6CA15152,"TURNER, DANNY REID",R,2016,632.75,Challenger,632.75,532.75,0.8419596997234294
CA-16,H4CA20082,"COSTA, JIM MR.",D,2016,1760735.77,Incumbent,1759404.4,837375.0,0.4759423132055371
CA-16,H2CA16100,"TACHERRA, JOHNNY",R,2016,548941.25,Challenger,547428.08,512281.5,0.9357968995671542
CA-16,H4CA16106,"BOTELHO, JOANNA LYNN GARCIA",R,2016,21458.06,Challenger,20250.0,0.0,0.0
CA-16,H6CA16135,"ROGERS, DAVID BRYAN",R,2016,242272.54,Challenger,242272.54,242272.54,1.0
CA-17,H0CA15148,"HONDA, MIKE",D,2016,2984634.37,Incumbent,2996005.94,2229590.42,0.7441875832863002
CA-17,H4CA12055,"KHANNA, ROHIT",D,2016,3679115.6,Challenger,3732538.09,3717921.31,0.9960839569087961
CA-17,H6CA17166,"OLIVERIO, PIERLUIGI",D,2016,3052.0,Challenger,3052.0,0.0,0.0
CA-17,H4CA17294,"SINGH, VANILA M",R,2016,17644.08,Challenger,14668.0,68.0,0.004635942187073902
CA-17,H6CA17141,"COHEN, RONALD H",R,2016,4983.0,Challenger,4943.0,2750.0,0.5563423022455999
CA-17,H6CA17158,"KUO, PETER",R,2016,14233.76,Challenger,14233.76,8132.76,0.5713711626443048
CA-18,H8CA12098,"ESHOO, ANNA G.",D,2016,1315754.03,Incumbent,1375000.13,713488.25,0.5189004963948622
CA-18,H4CA18094,"FOX, RICHARD B",R,2016,26381.26,Challenger,26480.93,17837.93,0.6736141819792583
CA-19,H4CA16049,"LOFGREN, ZOE",D,2016,1157330.99,Incumbent,1381139.75,868510.31,0.6288359378549492
CA-19,H6CA19121,"LANCASTER, GORDON K CA",R,2016,5500.0,Challenger,5500.0,100.0,0.01818181818181818
CA-20,H4CA17021,"FARR, SAM",D,2016,291048.45,Incumbent,212350.88,77425.25,0.36460997948301416
CA-20,H6CA20152,"PANETTA, JAMES VARNI",D,2016,1056631.2,Open seat,1417975.94,1079044.71,0.7609753307943998
CA-20,H6CA21176,"HAZE, ERNEST STEVEN",D,2016,360.0,Challenger,0.0,0.0,0.0
CA-20,H6CA20145,"LUCIUS, CASEY",R,2016,418826.39,Open seat,420766.94,408109.55,0.96991828778183
CA-20,H8CA17089,"TAYLOR, JEFF",R,2016,965.0,Challenger,0.0,0.0,0.0
CA-21,H4CA21072,"RENTERIA, AMANDA",D,2016,37681.21,Challenger,24711.7,155.0,0.006272332538837878
CA-21,H6CA21192,"PARRA, DANIEL",D,2016,75652.83,Challenger,75652.83,58343.07,0.7711948118794762
CA-21,H6CA21200,"PEREZ, CONNIE",D,2016,15272.95,Challenger,15272.95,6272.95,0.410722879338962
CA-21,H6CA21218,"HUERTA, EMILIO JESUS MR.",D,2016,655395.26,Challenger,774232.31,566815.3,0.7320997750662201
CA-21,H2CA20094,"VALADAO, DAVID",R,2016,2822073.4,Incumbent,2783958.76,1248328.32,0.4484004353570238
CA-22,H2CA22140,"LEE, OTTO",D,2016,4703.0,Challenger,0.0,0.0,0.0
CA-22,H4CA22104,"MARRERO, SUZANNA AUGILERA",D,2016,345.95,Challenger,318.0,0.0,0.0
CA-22,H8CA20059,"NUNES, DEVIN G",R,2016,1372432.87,Incumbent,2463359.88,677858.44,0.27517637414797874
CA-23,H4CA23151,"GARCIA, RAUL",D,2016,688.66,Challenger,275.0,275.0,1.0
CA-23,H6CA23206,"REED, WENDY",D,2016,40357.4,Challenger,40357.4,22601.93,0.5600442545852805
CA-23,H6CA22125,"MCCARTHY, KEVIN",R,2016,8161454.49,Incumbent,7824640.59,1343844.42,0.17174519449716985
CA-23,H6CA23214,"MORRIS, GERALD A",R,2016,0.0,Challenger,0.0,0.0,0.0
CA-23,H6CA23222,"METTLER, KEN",R,2016,43818.89,Challenger,43818.89,20402.03,0.46559896884654084
CA-24,H6CA24253,"MARTINEZ, JILL MARIE",D,2016,0.0,Challenger,0.0,0.0,0.0
CA-24,H6CA24287,"OSTRANDER, WILLIAM",D,2016,76326.0,Open seat,76326.0,47233.93,0.6188445614862563
CA-24,H6CA24303,"CARBAJAL, SALUD",D,2016,3120305.56,Open seat,3172597.42,2494082.6,0.7861327076285651
CA-24,H6CA24311,"SCHNEIDER, HELENE",D,2016,667766.05,Open seat,667766.05,637338.1,0.954433218040959
CA-24,H8CA22089,"CAPPS, LOIS G",D,2016,195657.92,Incumbent,71293.21,2702.98,0.037913568487097156
CA-24,H2CA23106,"MALDONADO, ABEL",R,2016,2720.25,Challenger,0.0,0.0,0.0
CA-24,H2CA23114,"MITCHUM, CHRISTOPHER",R,2016,310515.11,Challenger,304564.29,270.0,0.0008865123353758907
CA-24,H4CA24142,"FAREED, JUSTIN",R,2016,2295813.98,Open seat,2353070.71,2096376.98,0.8909111702809814
CA-24,H4CA24159,"FRANCISCO, DALE",R,2016,8057.7,Challenger,7544.06,6400.0,0.8483495624372022
CA-24,H4CA24175,"ALLEN, BRAD DR",R,2016,62.39,Challenger,0.0,0.0,0.0
CA-24,H6CA21028,"GALLEGLY, ELTON",R,2016,177539.65,Challenger,764.78,0.0,0.0
CA-24,H6CA24279,"TENENBAUM, MICHAEL",R,2016,1537.88,Challenger,0.0,0.0,0.0
CA-24,H6CA24295,"ACHADJIAN, KHATCHIK",R,2016,893200.3,Open seat,893210.3,785308.32,0.8791975641122812
CA-24,H6CA24329,"KOKKONEN, MATT",R,2016,220343.98,Open seat,220343.98,9101.0,0.041303601759394556
CA-24,H4CA24183,"ISAKSON, STEVE WESLEY PHD",NNE,2016,52593.59,Open seat,52593.59,0.0,0.0
CA-25,H2CA25143,"ROGERS, LEE C.",D,2016,0.0,Open seat,0.0,0.0,0.0
CA-25,H4CA25107,"THOMAS, EVAN CHARLES",D,2016,13653.9,Challenger,10607.1,5188.97,0.48919780147259856
CA-25,H6CA25151,"VINCE, LOU",D,2016,93719.65,Challenger,93719.65,83744.34,0.8935622358811626
CA-25,H6CA25169,"GUTZEIT, MARIA",D,2016,72845.44,Challenger,72845.44,56035.97,0.769244718681087
CA-25,H6CA25177,"CAFORIO, BRYAN",D,2016,1703542.69,Challenger,1706520.29,1173006.17,0.6873672565592525
CA-25,H2CA25028,"WYMAN, PHILLIP D",R,2016,0.0,Challenger,0.0,0.0,0.0
CA-25,H2CA25036,"MCKEON, HOWARD P ""BUCK""",R,2016,130335.77,Challenger,1360.81,0.0,0.0
CA-25,H2CA26109,"STRICKLAND, ANTHONY A",R,2016,28550.51,Open seat,6249.08,500.0,0.0800117777336824
CA-25,H4CA25123,"KNIGHT, STEVE",R,2016,1679628.36,Incumbent,1712195.09,659741.8,0.38531929209071614
CA-25,H6CA25193,"BOMBERGER, JEFFREY",IND,2016,0.0,Challenger,0.0,0.0,0.0
CA-26,H2CA00120,"BROWNLEY, JULIA",D,2016,2023025.27,Incumbent,3397538.71,2290350.61,0.6741205341557388
CA-26,H4CA26139,"DAGNESSES, RAFAEL",R,2016,431832.35,Challenger,431583.71,164530.0,0.381223841835921
CA-26,H4CA26147,"GORELL, JEFF",R,2016,62026.54,Challenger,3219.38,0.0,0.0
