district_id,party,cycle,amount
AR-02,D,2014,1760338.69
AR-04,D,2014,81804.53
AZ-01,D,2014,5058086.85
AZ-02,D,2014,5103865.46
AZ-09,D,2014,1082123.19
CA-07,D,2014,6142557.18
CA-17,D,2014,101311.2
CA-21,D,2014,174043.08
CA-23,D,2014,370.0
CA-24,D,2014,209093.97999999998
CA-25,D,2014,55000.0
CA-26,D,2014,2009399.41
CA-31,D,2014,1451844.53
CA-33,D,2014,18576.0
CA-36,D,2014,426165.36
CA-52,D,2014,3730454.54
CO-05,D,2014,141.73000000000002
CO-06,D,2014,4055844.63
CT-05,D,2014,667130.63
FL-02,D,2014,3962163.12
FL-08,D,2014,133722.41999999998
FL-18,D,2014,1358164.8599999999
FL-26,D,2014,2894687.52
GA-10,D,2014,738.36
GA-12,D,2014,3150265.56
HI-01,D,2014,328769.57
IA-01,D,2014,1377372.54
IA-02,D,2014,508445.99
IA-03,D,2014,4025868.9899999998
IA-04,D,2014,52171.009999999995
IL-02,D,2014,64126.42
IL-08,D,2014,7698.59
IL-10,D,2014,3252410.64
IL-11,D,2014,4983.34
IL-12,D,2014,4208249.92
IL-13,D,2014,898869.73
IL-17,D,2014,1259307.3599999999
KY-02,D,2014,2759.86
KY-03,D,2014,4367.780000000001
KY-06,D,2014,18645.89
LA-05,D,2014,258373.72
MA-06,D,2014,798262.64
ME-02,D,2014,1431027.86
MI-01,D,2014,629567.04
MI-06,D,2014,2103550.81
MN-07,D,2014,3888829.87
MN-08,D,2014,6439777.09
NC-06,D,2014,2800.0
ND-00,D,2014,100611.85
NE-02,D,2014,1432185.31
NH-01,D,2014,3156150.63
NH-02,D,2014,4803890.32
NJ-01,D,2014,815862.78
NJ-02,D,2014,4983.34
NJ-03,D,2014,1767168.44
NJ-05,D,2014,4983.34
NV-03,D,2014,66754.77
NV-04,D,2014,469022.78
NY-01,D,2014,3524213.08
NY-03,D,2014,25021.92
NY-04,D,2014,25000.0
NY-11,D,2014,3747598.86
NY-18,D,2014,2220480.7800000003
NY-21,D,2014,5000.0
NY-23,D,2014,72370.15
NY-24,D,2014,1938803.92
OH-08,D,2014,47371.81
OH-14,D,2014,4983.34
OR-05,D,2014,2165.4
PA-01,D,2014,1881.69
PA-12,D,2014,24555.6
TX-01,D,2014,738.32
TX-23,D,2014,2437991.13
UT-01,D,2014,13600.0
UT-04,D,2014,20021.92
VA-10,D,2014,1691803.48
WA-04,D,2014,217670.57
WI-06,D,2014,738.32
WV-02,D,2014,792432.37
WV-03,D,2014,4410964.51
AR-02,R,2014,2522644.62
AR-04,R,2014,45616.25
AZ-01,R,2014,5152683.0
AZ-02,R,2014,3121347.7
AZ-09,R,2014,20554.08
CA-03,R,2014,2519.7
CA-04,R,2014,13497.67
CA-07,R,2014,4290081.66
CA-10,R,2014,44784.26
CA-16,R,2014,1000.0
CA-21,R,2014,57831.270000000004
CA-26,R,2014,809422.76
CA-33,R,2014,762897.79
