district_id,party,cycle,amount
AK-00,D,2024,13327613.16
AL-02,D,2024,63666.24
AL-07,D,2024,7308.95
AR-01,D,2024,500.0
AZ-01,D,2024,17667127.9
AZ-03,D,2024,1320661.29
AZ-04,D,2024,1608.0
AZ-06,D,2024,13853720.86
CA-03,D,2024,20000.0
CA-04,D,2024,14935.84
CA-09,D,2024,63448.37
CA-12,D,2024,5450.0
CA-13,D,2024,17377011.34
CA-16,D,2024,3902720.86
CA-17,D,2024,108545.79000000001
CA-19,D,2024,14487.65
CA-21,D,2024,16500.0
CA-22,D,2024,10983455.75
CA-23,D,2024,2000.0
CA-24,D,2024,20258.449999999997
CA-25,D,2024,16500.0
CA-26,D,2024,111674.42
CA-27,D,2024,15916610.44
CA-30,D,2024,784.68
CA-34,D,2024,2387647.02
CA-39,D,2024,148437.1
CA-40,D,2024,76580.41
CA-41,D,2024,9966182.28
CA-45,D,2024,17471830.85
CA-47,D,2024,4335040.09
CA-49,D,2024,2861932.6
CA-50,D,2024,30026.64
CO-03,D,2024,707050.13
CO-04,D,2024,239429.62
CO-06,D,2024,11319.08
CO-07,D,2024,24384.0
CO-08,D,2024,18559748.96
CT-05,D,2024,2105735.84
DC-00,D,2024,23531.75
DE-00,D,2024,179941.72999999998
FL-09,D,2024,15625.0
FL-10,D,2024,13000.0
FL-13,D,2024,922010.8099999999
FL-19,D,2024,14000.0
FL-22,D,2024,4409.86
GA-02,D,2024,5486.92
GA-05,D,2024,13.18
GA-06,D,2024,4746.7300000000005
GA-08,D,2024,1386.72
GA-14,D,2024,750.0
IA-01,D,2024,9170667.12
IA-03,D,2024,8569604.78
IL-02,D,2024,2506.7799999999997
IL-06,D,2024,64522.54
IL-11,D,2024,62305.35
IL-13,D,2024,635284.0
IL-14,D,2024,100850.0
IL-17,D,2024,1110676.83
IN-01,D,2024,174519.88
KS-03,D,2024,517718.55
KY-01,D,2024,2340.0
KY-03,D,2024,133.5
KY-04,D,2024,167010.0
LA-04,D,2024,1500.0
LA-06,D,2024,300000.0
LA-07,D,2024,19281.67
MA-04,D,2024,14279.72
MA-06,D,2024,12967.24
MD-02,D,2024,2125.0
MD-03,D,2024,6521.71
MD-05,D,2024,2140.65
MD-06,D,2024,250422.77000000002
MD-08,D,2024,3641.39
ME-02,D,2024,15969142.89
MI-01,D,2024,12000.0
MI-03,D,2024,292848.46
MI-04,D,2024,3207.2
MI-06,D,2024,1337.97
MI-07,D,2024,17982447.35
MI-08,D,2024,8486696.99
MI-10,D,2024,12033435.01
MI-11,D,2024,5106.2
MI-12,D,2024,4545.17
MN-01,D,2024,51714.59
MN-02,D,2024,2143626.72
MN-03,D,2024,1310.8
MN-04,D,2024,14862.59
MN-05,D,2024,1310.78
MN-06,D,2024,1310.78
MN-08,D,2024,67347.57
MO-01,D,2024,2800.0
MT-00,D,2024,5781473.37
NC-01,D,2024,19969963.89
NC-02,D,2024,922.54
NC-04,D,2024,1638.44
NC-07,D,2024,2761.0
NC-08,D,2024,327.05
NC-14,D,2024,327.05
NE-02,D,2024,10099636.37
NH-01,D,2024,181187.35
NH-02,D,2024,587.75
NJ-01,D,2024,2500.0
NJ-02,D,2024,3900.0
NJ-07,D,2024,4506865.66
NJ-11,D,2024,181748.0
NM-01,D,2024,50569.82
NM-02,D,2024,11029225.35
NV-01,D,2024,504147.58999999997
NV-02,D,2024,16089.240000000002
NV-03,D,2024,1390569.01
NV-04,D,2024,2646312.38
NY-01,D,2024,2301757.7800000003
NY-03,D,2024,1593483.73
NY-04,D,2024,13828308.120000001
NY-08,D,2024,5650.0
NY-13,D,2024,58669.5
NY-15,D,2024,337281.9
NY-17,D,2024,11882764.74
NY-18,D,2024,5410930.63
NY-19,D,2024,18309181.13
NY-22,D,2024,8978983.1
OH-01,D,2024,122887.91
OH-03,D,2024,1320.0
OH-04,D,2024,4475.0
OH-07,D,2024,19250.0
OH-09,D,2024,10335552.23
OH-11,D,2024,2865.0
OH-13,D,2024,11784515.4
OR-04,D,2024,223226.69
OR-05,D,2024,14862788.19
OR-06,D,2024,551583.34
PA-01,D,2024,16268.74
PA-02,D,2024,2896.49
PA-03,D,2024,19318.13
PA-05,D,2024,555.09
PA-06,D,2024,219921.05
PA-07,D,2024,18134067.88
PA-08,D,2024,14262316.52
PA-10,D,2024,7901797.7
PA-12,D,2024,62426.32
PA-15,D,2024,22.0
PA-17,D,2024,803960.28
RI-01,D,2024,1300.0
RI-02,D,2024,1300.0
TN-07,D,2024,3876.5
TX-07,D,2024,3012.0
TX-15,D,2024,2050708.42
TX-24,D,2024,72740.0
TX-29,D,2024,22.0
TX-32,D,2024,194744.48
TX-34,D,2024,4115627.57
VA-01,D,2024,742.66
VA-02,D,2024,5862160.1
VA-04,D,2024,1265.8200000000002
VA-05,D,2024,272.5
VA-06,D,2024,1137.38
VA-07,D,2024,7007099.13
VA-10,D,2024,107087.0
VA-11,D,2024,140.0
VT-00,D,2024,157319.1
WA-01,D,2024,258.29
WA-02,D,2024,258.29
WA-03,D,2024,15467863.59
WA-04,D,2024,1825089.05
WA-05,D,2024,60932.75
WA-06,D,2024,274130.61
WA-07,D,2024,206.63
WA-08,D,2024,584356.42
WA-09,D,2024,447.7
WA-10,D,2024,223.85
WI-01,D,2024,154646.53
WI-03,D,2024,9360768.05
WI-05,D,2024,14200.21
WI-07,D,2024,22413.42
WI-08,D,2024,52435.600000000006
AK-00,R,2024,5260048.15
AL-02,R,2024,173756.9
AR-02,R,2024,156348.58000000002
AZ-00,R,2024,1313738.19
AZ-01,R,2024,3280998.16
AZ-02,R,2024,208845.32
AZ-04,R,2024,8750.0
AZ-06,R,2024,3482146.6500000004
AZ-08,R,2024,24.0
CA-03,R,2024,428571.38
CA-09,R,2024,1377746.02
CA-11,R,2024,3500.0
CA-13,R,2024,4724446.62
CA-16,R,2024,944135.27
CA-22,R,2024,4917398.4
CA-27,R,2024,4754953.68
CA-34,R,2024,592413.64
CA-38,R,2024,20000.0
CA-40,R,2024,2211308.27
CA-41,R,2024,3431559.21
CA-45,R,2024,4475710.33
CA-47,R,2024,3861696.83
CA-48,R,2024,5640.3
CA-49,R,2024,148322.53
CO-03,R,2024,909485.0
CO-06,R,2024,14950.0
CO-08,R,2024,5664316.87
CT-02,R,2024,25000.0
CT-05,R,2024,740153.04
FL-01,R,2024,10000.0
FL-05,R,2024,18596.36
FL-12,R,2024,10211.27
FL-13,R,2024,761568.7799999999
FL-19,R,2024,24.0
FL-21,R,2024,5874.14
FL-22,R,2024,106500.0
FL-25,R,2024,368792.5
GA-07,R,2024,35838.0
GA-09,R,2024,24.0
IA-01,R,2024,3450682.83
IA-02,R,2024,87675.0
IA-03,R,2024,3705908.74
IL-10,R,2024,38853.58
IL-11,R,2024,28100.0
IL-12,R,2024,2628.5
IL-15,R,2024,18208.12
IL-16,R,2024,19096.17
IL-17,R,2024,527232.87
IN-03,R,2024,10000.0
IN-05,R,2024,10000.0
KS-02,R,2024,63750.0
KS-03,R,2024,28649.6
KY-04,R,2024,10024.0
KY-06,R,2024,106708.0
LA-06,R,2024,20675.77
MA-07,R,2024,23504.0
MD-06,R,2024,250253.49
ME-02,R,2024,6982194.86
MI-01,R,2024,2488.68
MI-02,R,2024,2047.94
MI-03,R,2024,91000.0
MI-04,R,2024,108711.0
MI-05,R,2024,1868.68
MI-07,R,2024,3558933.66
MI-08,R,2024,1250328.8
MI-09,R,2024,2045.23
MI-10,R,2024,986318.86
MI-12,R,2024,11752.0
MN-02,R,2024,17491.54
MN-05,R,2024,23504.0
MO-02,R,2024,23216.5
MS-04,R,2024,37000.0
MT-00,R,2024,358883.29
NC-01,R,2024,1800101.34
NC-10,R,2024,89851.0
NC-13,R,2024,5000.0
ND-00,R,2024,1229.76
NE-01,R,2024,3286.3199999999997
NE-02,R,2024,5656954.82
NE-03,R,2024,3286.3199999999997
NH-01,R,2024,148418.8
NH-02,R,2024,47490.0
NJ-04,R,2024,31668.9
NJ-05,R,2024,1670.36
NJ-07,R,2024,489261.72
NJ-09,R,2024,1670.36
NJ-10,R,2024,1670.36
NM-02,R,2024,3654237.9099999997
NM-18,R,2024,922.5
NV-01,R,2024,2060.7200000000003
NV-02,R,2024,1949.51
NV-03,R,2024,512142.01
NV-04,R,2024,188125.75
NY-01,R,2024,127830.0
NY-02,R,2024,143109.19
NY-03,R,2024,923.38
NY-04,R,2024,168366.14
NY-14,R,2024,15160.22
NY-17,R,2024,1651310.3
NY-18,R,2024,734940.68
NY-19,R,2024,4914260.74
NY-22,R,2024,1485829.07
OH-00,R,2024,1192.34
OH-01,R,2024,499755.02
OH-02,R,2024,4040.46
OH-04,R,2024,4340.55
OH-05,R,2024,4113.29
OH-06,R,2024,4031.16
OH-07,R,2024,112771.66
OH-08,R,2024,3867.1000000000004
OH-09,R,2024,3451779.1
OH-10,R,2024,2308.02
OH-12,R,2024,2890.16
OH-13,R,2024,2477305.23
OH-14,R,2024,65788.02
OH-15,R,2024,3502.95
OR-04,R,2024,452447.8
OR-05,R,2024,5141452.75
OR-06,R,2024,100783.6
PA-01,R,2024,317952.0
PA-07,R,2024,2038735.85
PA-08,R,2024,2346763.25
PA-09,R,2024,5481.8
PA-10,R,2024,4967216.2700000005
PA-11,R,2024,3865.74
PA-13,R,2024,10557.9
PA-14,R,2024,4658.86
PA-15,R,2024,5539.32
PA-16,R,2024,4019.8
PA-17,R,2024,408610.81
SC-01,R,2024,25100.0
TN-05,R,2024,5323.0
TX-01,R,2024,1813.44
TX-02,R,2024,1080.12
TX-04,R,2024,1328.14
TX-05,R,2024,1115.3300000000002
TX-06,R,2024,1086.04
TX-08,R,2024,7056.89
TX-10,R,2024,16258.35
TX-11,R,2024,1365.85
TX-12,R,2024,1184.98
TX-13,R,2024,1561.1
TX-14,R,2024,1585.76
TX-15,R,2024,892095.1
TX-17,R,2024,1362.9399999999998
TX-19,R,2024,1218.9699999999998
TX-21,R,2024,12079.94
TX-22,R,2024,52227.98
TX-24,R,2024,1151.5700000000002
TX-25,R,2024,1514.1100000000001
TX-26,R,2024,1318.78
TX-27,R,2024,1196.05
TX-28,R,2024,18334.91
TX-31,R,2024,1531.68
TX-34,R,2024,1372508.8599999999
TX-36,R,2024,1318.54
TX-38,R,2024,1111.8899999999999
UT-03,R,2024,24.0
VA-02,R,2024,1479085.98
VA-07,R,2024,2791041.37
VA-08,R,2024,37500.0
WA-02,R,2024,3500.0
WA-03,R,2024,6100479.449999999
WA-04,R,2024,785509.27
WI-00,R,2024,205000.0
WI-01,R,2024,865122.38
WI-03,R,2024,755020.13
WI-05,R,2024,5871.77
WI-06,R,2024,5773.92
WI-07,R,2024,6319.209999999999
WI-08,R,2024,5591.41
WV-01,R,2024,1636.24
WV-02,R,2024,2424.2
WY-00,R,2024,10024.0
