district_id,cvap,vintage_end_year,is_post_redistricting
AL-01,548455,2022,False
AL-02,540250,2022,False
AL-03,556010,2022,False
AL-04,540005,2022,False
AL-05,549440,2022,False
AL-06,529850,2022,False
AL-07,560040,2022,False
AK-00,534725,2022,False
AZ-01,604630,2022,False
AZ-02,610355,2022,False
AZ-03,450300,2022,False
AZ-04,578510,2022,False
AZ-05,556730,2022,False
AZ-06,609175,2022,False
AZ-07,536070,2022,False
AZ-08,584000,2022,False
AZ-09,588780,2022,False
AR-01,571280,2022,False
AR-02,566745,2022,False
AR-03,526235,2022,False
AR-04,569210,2022,False
CA-01,556565,2022,False
CA-02,568050,2022,False
CA-03,575825,2022,False
CA-04,546040,2022,False
CA-05,561785,2022,False
CA-06,517475,2022,False
CA-07,523775,2022,False
CA-08,498385,2022,False
CA-09,479275,2022,False
CA-10,522730,2022,False
CA-11,553125,2022,False
CA-12,527640,2022,False
CA-13,422700,2022,False
CA-14,483095,2022,False
CA-15,499475,2022,False
CA-16,487945,2022,False
CA-17,425745,2022,False
CA-18,417050,2022,False
CA-19,544295,2022,False
CA-20,523565,2022,False
CA-21,446545,2022,False
CA-22,412570,2022,False
CA-23,508630,2022,False
CA-24,534740,2022,False
CA-25,484010,2022,False
CA-26,508990,2022,False
CA-27,498930,2022,False
CA-28,517730,2022,False
CA-29,443700,2022,False
CA-30,542205,2022,False
CA-31,489355,2022,False
CA-32,540375,2022,False
CA-33,472810,2022,False
CA-34,432125,2022,False
CA-35,472990,2022,False
CA-36,544550,2022,False
CA-37,435770,2022,False
CA-38,512580,2022,False
CA-39,475490,2022,False
CA-40,536535,2022,False
CA-41,542705,2022,False
CA-42,457295,2022,False
CA-43,432240,2022,False
CA-44,465785,2022,False
CA-45,511790,2022,False
CA-46,437595,2022,False
CA-47,529255,2022,False
CA-48,538665,2022,False
CA-49,540790,2022,False
CA-50,538335,2022,False
CA-51,546225,2022,False
CA-52,492310,2022,False
CO-01,533820,2022,False
CO-02,557550,2022,False
CO-03,551260,2022,False
CO-04,531665,2022,False
CO-05,532680,2022,False
CO-06,501940,2022,False
CO-07,568010,2022,False
CO-08,490365,2022,False
CT-01,530605,2022,False
CT-02,565280,2022,False
CT-03,544175,2022,False
CT-04,484520,2022,False
CT-05,522145,2022,False
CT-ZZ,0,2022,False
DE-00,746110,2022,False
DC-98,503685,2022,False
FL-01,587995,2022,False
FL-02,607050,2022,False
FL-03,599160,2022,False
FL-04,577510,2022,False
FL-05,568395,2022,False
FL-06,618805,2022,False
FL-07,588900,2022,False
FL-08,616520,2022,False
FL-09,507475,2022,False
FL-10,554065,2022,False
FL-11,573375,2022,False
FL-12,606230,2022,False
FL-13,616790,2022,False
FL-14,564235,2022,False
FL-15,562870,2022,False
FL-16,569985,2022,False
FL-17,630025,2022,False
FL-18,565935,2022,False
FL-19,600925,2022,False
FL-20,493830,2022,False
FL-21,594430,2022,False
FL-22,537870,2022,False
FL-23,547370,2022,False
FL-24,484695,2022,False
FL-25,510855,2022,False
FL-26,457480,2022,False
FL-27,469615,2022,False
FL-28,486420,2022,False
GA-01,572230,2022,False
GA-02,565555,2022,False
GA-03,568975,2022,False
GA-04,529775,2022,False
GA-05,578200,2022,False
GA-06,516190,2022,False
GA-07,465320,2022,False
GA-08,568555,2022,False
GA-09,542945,2022,False
GA-10,572215,2022,False
GA-11,548650,2022,False
GA-12,573585,2022,False
GA-13,531835,2022,False
GA-14,552530,2022,False
HI-01,525400,2022,False
HI-02,525335,2022,False
ID-01,684935,2022,False
ID-02,660005,2022,False
IL-01,563785,2022,False
IL-02,549250,2022,False
IL-03,480110,2022,False
IL-04,435135,2022,False
IL-05,558195,2022,False
IL-06,549900,2022,False
IL-07,539965,2022,False
IL-08,500080,2022,False
IL-09,530230,2022,False
IL-10,514735,2022,False
IL-11,522070,2022,False
IL-12,581980,2022,False
IL-13,573840,2022,False
IL-14,526235,2022,False
IL-15,587430,2022,False
IL-16,564445,2022,False
IL-17,566385,2022,False
IL-ZZ,0,2022,False
IN-01,565330,2022,False
IN-02,545750,2022,False
IN-03,547660,2022,False
IN-04,556475,2022,False
IN-05,564020,2022,False
IN-06,544950,2022,False
IN-07,526405,2022,False
IN-08,577605,2022,False
IN-09,581425,2022,False
IA-01,600410,2022,False
IA-02,603975,2022,False
IA-03,575220,2022,False
IA-04,589335,2022,False
KS-01,538465,2022,False
KS-02,530965,2022,False
KS-03,530440,2022,False
KS-04,526250,2022,False
KY-01,575670,2022,False
KY-02,563470,2022,False
KY-03,552375,2022,False
KY-04,561975,2022,False
KY-05,582120,2022,False
KY-06,562605,2022,False
LA-01,571925,2022,False
LA-02,571835,2022,False
LA-03,570245,2022,False
LA-04,578825,2022,False
LA-05,588125,2022,False
LA-06,577850,2022,False
ME-01,547560,2022,False
ME-02,548305,2022,False
MD-01,592320,2022,False
MD-02,575915,2022,False
MD-03,557135,2022,False
MD-04,481245,2022,False
MD-05,577445,2022,False
MD-06,551105,2022,False
MD-07,571305,2022,False
MD-08,504765,2022,False
MA-01,602685,2022,False
MA-02,571915,2022,False
MA-03,545675,2022,False
MA-04,572705,2022,False
MA-05,535460,2022,False
MA-06,579305,2022,False
MA-07,527165,2022,False
MA-08,571795,2022,False
MA-09,610455,2022,False
MI-01,630610,2022,False
MI-02,607425,2022,False
MI-03,567100,2022,False
MI-04,575650,2022,False
MI-05,598865,2022,False
MI-06,574945,2022,False
MI-07,593880,2022,False
MI-08,599800,2022,False
MI-09,594275,2022,False
MI-10,586400,2022,False
MI-11,581765,2022,False
MI-12,564815,2022,False
MI-13,557755,2022,False
MN-01,529080,2022,False
MN-02,514720,2022,False
MN-03,511180,2022,False
MN-04,511250,2022,False
MN-05,523375,2022,False
MN-06,521140,2022,False
MN-07,535585,2022,False
MN-08,560560,2022,False
MS-01,556810,2022,False
MS-02,557770,2022,False
MS-03,558055,2022,False
MS-04,560255,2022,False
MO-01,580235,2022,False
MO-02,578595,2022,False
MO-03,593130,2022,False
MO-04,585605,2022,False
MO-05,570355,2022,False
MO-06,583110,2022,False
MO-07,583460,2022,False
MO-08,592200,2022,False
MT-01,432935,2022,False
MT-02,416965,2022,False
NE-01,475335,2022,False
NE-02,452380,2022,False
NE-03,477680,2022,False
NV-01,503350,2022,False
NV-02,567320,2022,False
NV-03,556570,2022,False
NV-04,523035,2022,False
NH-01,547155,2022,False
NH-02,546305,2022,False
NH-ZZ,0,2022,False
NJ-01,572755,2022,False
NJ-02,582390,2022,False
NJ-03,577075,2022,False
NJ-04,563900,2022,False
NJ-05,550720,2022,False
NJ-06,525830,2022,False
NJ-07,572285,2022,False
NJ-08,431340,2022,False
NJ-09,484465,2022,False
NJ-10,501590,2022,False
NJ-11,552730,2022,False
NJ-12,505880,2022,False
NM-01,540085,2022,False
NM-02,491540,2022,False
NM-03,506470,2022,False
NY-01,583385,2022,False
NY-02,555390,2022,False
NY-03,562610,2022,False
NY-04,553230,2022,False
NY-05,529505,2022,False
NY-06,441175,2022,False
NY-07,489035,2022,False
NY-08,526225,2022,False
NY-09,490555,2022,False
NY-10,504620,2022,False
NY-11,515680,2022,False
NY-12,541000,2022,False
NY-13,524215,2022,False
NY-14,446350,2022,False
NY-15,459200,2022,False
NY-16,523260,2022,False
NY-17,538515,2022,False
NY-18,574225,2022,False
NY-19,613300,2022,False
