district_id,cvap,vintage_end_year,is_post_redistricting
AL-01,548785,2021,False
AL-02,524280,2021,False
AL-03,557905,2021,False
AL-04,524770,2021,False
AL-05,571205,2021,False
AL-06,545630,2021,False
AL-07,510400,2021,False
AK-00,532630,2021,False
AZ-01,561265,2021,False
AZ-02,552420,2021,False
AZ-03,497595,2021,False
AZ-04,617170,2021,False
AZ-05,606045,2021,False
AZ-06,568080,2021,False
AZ-07,434530,2021,False
AZ-08,608135,2021,False
AZ-09,554860,2021,False
AR-01,541940,2021,False
AR-02,570560,2021,False
AR-03,579165,2021,False
AR-04,519900,2021,False
CA-01,544785,2021,False
CA-02,534265,2021,False
CA-03,519115,2021,False
CA-04,578305,2021,False
CA-05,517280,2021,False
CA-06,522005,2021,False
CA-07,546750,2021,False
CA-08,493680,2021,False
CA-09,506495,2021,False
CA-10,487460,2021,False
CA-11,514620,2021,False
CA-12,564995,2021,False
CA-13,537550,2021,False
CA-14,502365,2021,False
CA-15,505465,2021,False
CA-16,429680,2021,False
CA-17,435980,2021,False
CA-18,485750,2021,False
CA-19,478270,2021,False
CA-20,443860,2021,False
CA-21,365055,2021,False
CA-22,492340,2021,False
CA-23,505830,2021,False
CA-24,514095,2021,False
CA-25,498985,2021,False
CA-26,481540,2021,False
CA-27,482680,2021,False
CA-28,504440,2021,False
CA-29,409840,2021,False
CA-30,526185,2021,False
CA-31,486905,2021,False
CA-32,456890,2021,False
CA-33,521260,2021,False
CA-34,404835,2021,False
CA-35,444115,2021,False
CA-36,512605,2021,False
CA-37,464785,2021,False
CA-38,477860,2021,False
CA-39,496290,2021,False
CA-40,339810,2021,False
CA-41,464185,2021,False
CA-42,544260,2021,False
CA-43,443385,2021,False
CA-44,402270,2021,False
CA-45,545050,2021,False
CA-46,401335,2021,False
CA-47,483385,2021,False
CA-48,525220,2021,False
CA-49,517820,2021,False
CA-50,512565,2021,False
CA-51,435185,2021,False
CA-52,544710,2021,False
CA-53,561825,2021,False
CO-01,615070,2021,False
CO-02,638260,2021,False
CO-03,570985,2021,False
CO-04,610760,2021,False
CO-05,614330,2021,False
CO-06,564340,2021,False
CO-07,580735,2021,False
CT-01,526005,2021,False
CT-02,550165,2021,False
CT-03,535865,2021,False
CT-04,498245,2021,False
CT-05,527745,2021,False
CT-ZZ,0,2021,False
DE-00,733785,2021,False
DC-98,512335,2021,False
FL-01,607005,2021,False
FL-02,568150,2021,False
FL-03,582005,2021,False
FL-04,635520,2021,False
FL-05,554685,2021,False
FL-06,627080,2021,False
FL-07,586865,2021,False
FL-08,613495,2021,False
FL-09,643130,2021,False
FL-10,563085,2021,False
FL-11,660180,2021,False
FL-12,614665,2021,False
FL-13,576635,2021,False
FL-14,550505,2021,False
FL-15,586120,2021,False
FL-16,645830,2021,False
FL-17,609570,2021,False
FL-18,596470,2021,False
FL-19,628000,2021,False
FL-20,502440,2021,False
FL-21,544765,2021,False
FL-22,541935,2021,False
