district_id,cvap,vintage_end_year,is_post_redistricting
AL-01,551025,2023,True
AL-02,539490,2023,True
AL-03,556130,2023,True
AL-04,539615,2023,True
AL-05,555445,2023,True
AL-06,528475,2023,True
AL-07,554285,2023,True
AK-00,535555,2023,True
AZ-01,614315,2023,True
AZ-02,621520,2023,True
AZ-03,458345,2023,True
AZ-04,584490,2023,True
AZ-05,576775,2023,True
AZ-06,621980,2023,True
AZ-07,538895,2023,True
AZ-08,593055,2023,True
AZ-09,611240,2023,True
AR-01,569085,2023,True
AR-02,565445,2023,True
AR-03,533315,2023,True
AR-04,566245,2023,True
CA-01,552335,2023,True
CA-02,561400,2023,True
CA-03,579480,2023,True
CA-04,545395,2023,True
CA-05,563905,2023,True
CA-06,514960,2023,True
CA-07,529945,2023,True
CA-08,495430,2023,True
CA-09,482870,2023,True
CA-10,521630,2023,True
CA-11,543395,2023,True
CA-12,521165,2023,True
CA-13,429045,2023,True
CA-14,473405,2023,True
CA-15,490190,2023,True
CA-16,483135,2023,True
CA-17,422775,2023,True
CA-18,415605,2023,True
CA-19,539100,2023,True
CA-20,528390,2023,True
CA-21,446335,2023,True
CA-22,416825,2023,True
CA-23,513555,2023,True
CA-24,535195,2023,True
CA-25,486750,2023,True
CA-26,506210,2023,True
CA-27,498505,2023,True
CA-28,517865,2023,True
CA-29,442760,2023,True
CA-30,545350,2023,True
CA-31,483405,2023,True
CA-32,542455,2023,True
CA-33,474560,2023,True
CA-34,427815,2023,True
CA-35,473535,2023,True
CA-36,543910,2023,True
CA-37,434235,2023,True
CA-38,507860,2023,True
CA-39,480885,2023,True
CA-40,535120,2023,True
CA-41,553355,2023,True
CA-42,453875,2023,True
CA-43,428885,2023,True
CA-44,464340,2023,True
CA-45,504650,2023,True
CA-46,437890,2023,True
CA-47,530185,2023,True
CA-48,536565,2023,True
CA-49,541815,2023,True
CA-50,548980,2023,True
CA-51,545710,2023,True
CA-52,487895,2023,True
CO-01,539250,2023,True
CO-02,561425,2023,True
CO-03,553480,2023,True
CO-04,543340,2023,True
CO-05,537900,2023,True
CO-06,500920,2023,True
CO-07,571085,2023,True
CO-08,496025,2023,True
CT-01,531955,2023,True
CT-02,560350,2023,True
CT-03,539655,2023,True
CT-04,484910,2023,True
CT-05,524715,2023,True
CT-ZZ,0,2023,True
DE-00,751520,2023,True
DC-98,504085,2023,True
FL-01,591510,2023,True
FL-02,608690,2023,True
FL-03,604980,2023,True
FL-04,584575,2023,True
FL-05,582240,2023,True
FL-06,630810,2023,True
FL-07,595110,2023,True
FL-08,625940,2023,True
FL-09,519975,2023,True
FL-10,551580,2023,True
FL-11,589115,2023,True
