district_id,cvap,vintage_end_year,is_post_redistricting
AL-01,543675,2020,False
AL-02,517300,2020,False
AL-03,544770,2020,False
AL-04,514675,2020,False
AL-05,554210,2020,False
AL-06,527385,2020,False
AL-07,507170,2020,False
AK-00,532555,2020,False
AZ-01,571455,2020,False
AZ-02,553190,2020,False
AZ-03,494535,2020,False
AZ-04,627165,2020,False
AZ-05,592135,2020,False
AZ-06,593835,2020,False
AZ-07,450035,2020,False
AZ-08,598865,2020,False
AZ-09,568710,2020,False
AR-01,545905,2020,False
AR-02,569300,2020,False
AR-03,572715,2020,False
AR-04,531555,2020,False
CA-01,543725,2020,False
CA-02,527760,2020,False
CA-03,512080,2020,False
CA-04,571765,2020,False
CA-05,513790,2020,False
CA-06,508245,2020,False
CA-07,535495,2020,False
CA-08,482455,2020,False
CA-09,492580,2020,False
CA-10,482385,2020,False
CA-11,507900,2020,False
CA-12,572210,2020,False
CA-13,529110,2020,False
CA-14,503740,2020,False
CA-15,499445,2020,False
CA-16,419680,2020,False
CA-17,433520,2020,False
CA-18,485445,2020,False
CA-19,479200,2020,False
CA-20,441695,2020,False
CA-21,362405,2020,False
CA-22,482745,2020,False
CA-23,493630,2020,False
CA-24,511435,2020,False
CA-25,474530,2020,False
CA-26,479930,2020,False
CA-27,483105,2020,False
CA-28,507980,2020,False
CA-29,412305,2020,False
CA-30,533830,2020,False
CA-31,485175,2020,False
CA-32,454015,2020,False
CA-33,520290,2020,False
CA-34,409930,2020,False
CA-35,446470,2020,False
CA-36,513630,2020,False
CA-37,477305,2020,False
CA-38,472980,2020,False
CA-39,495005,2020,False
CA-40,341260,2020,False
CA-41,472160,2020,False
CA-42,544900,2020,False
CA-43,437950,2020,False
CA-44,395425,2020,False
CA-45,529045,2020,False
CA-46,406605,2020,False
CA-47,480845,2020,False
CA-48,526100,2020,False
CA-49,518590,2020,False
CA-50,509350,2020,False
CA-51,437340,2020,False
CA-52,557345,2020,False
CA-53,559070,2020,False
CO-01,621495,2020,False
CO-02,633610,2020,False
CO-03,567905,2020,False
CO-04,592970,2020,False
CO-05,603410,2020,False
CO-06,560935,2020,False
CO-07,573645,2020,False
CT-01,521615,2020,False
CT-02,549035,2020,False
CT-03,532925,2020,False
CT-04,492345,2020,False
CT-05,519895,2020,False
DE-00,723160,2020,False
DC-98,528025,2020,False
FL-01,599850,2020,False
FL-02,567805,2020,False
FL-03,570945,2020,False
FL-04,616090,2020,False
FL-05,546890,2020,False
FL-06,623680,2020,False
FL-07,583425,2020,False
FL-08,606190,2020,False
FL-09,620305,2020,False
FL-10,550100,2020,False
FL-11,650455,2020,False
FL-12,607940,2020,False
FL-13,584370,2020,False
FL-14,558305,2020,False
FL-15,582195,2020,False
FL-16,639520,2020,False
FL-17,619485,2020,False
FL-18,592870,2020,False
FL-19,631175,2020,False
FL-20,503255,2020,False
FL-21,547135,2020,False
FL-22,541165,2020,False
FL-23,516660,2020,False
FL-24,454490,2020,False
FL-25,451825,2020,False
FL-26,476185,2020,False
FL-27,454415,2020,False
GA-01,551665,2020,False
GA-02,496465,2020,False
GA-03,549380,2020,False
GA-04,513995,2020,False
GA-05,583625,2020,False
GA-06,499105,2020,False
GA-07,501270,2020,False
GA-08,525685,2020,False
GA-09,556430,2020,False
GA-10,562720,2020,False
GA-11,550245,2020,False
GA-12,541280,2020,False
GA-13,532200,2020,False
GA-14,518260,2020,False
HI-01,508770,2020,False
HI-02,511745,2020,False
ID-01,666340,2020,False
ID-02,589070,2020,False
IL-01,521310,2020,False
IL-02,504570,2020,False
IL-03,476010,2020,False
IL-04,395005,2020,False
IL-05,537835,2020,False
IL-06,520320,2020,False
IL-07,527305,2020,False
IL-08,449565,2020,False
IL-09,505885,2020,False
IL-10,467375,2020,False
IL-11,470720,2020,False
IL-12,528865,2020,False
IL-13,541260,2020,False
IL-14,527885,2020,False
IL-15,529250,2020,False
IL-16,522605,2020,False
IL-17,508080,2020,False
IL-18,530550,2020,False
IN-01,536045,2020,False
IN-02,523515,2020,False
IN-03,539550,2020,False
IN-04,562270,2020,False
IN-05,575020,2020,False
IN-06,549395,2020,False
IN-07,520445,2020,False
IN-08,549695,2020,False
IN-09,577570,2020,False
IA-01,580600,2020,False
IA-02,583215,2020,False
IA-03,606165,2020,False
IA-04,561675,2020,False
KS-01,501315,2020,False
KS-02,542115,2020,False
KS-03,537375,2020,False
KS-04,516245,2020,False
KY-01,548990,2020,False
KY-02,574620,2020,False
