CD,County,Biden,Trump,Total,Biden%,Trump%
AL,Kent,"44,552","41,009","87,025",51.19%,47.12%
,New Castle,"195,034","88,364","287,633",67.81%,30.72%
,Sussex,"56,682","71,230","129,352",43.82%,55.07%
AL Total,,"296,268","200,603","504,010",58.78%,39.80%
Grand Total,,"296,268","200,603","504,010",58.78%,39.80%
